Date,condmax_BB,condmin_BB,condmean_BB,condmax_RIL,condmin_RIL,condmax_EPRC,condmin_EPRC,condmax_R,condmin_R,salmax_R,salmin_R,salmean_R,condmax_GP,condmin_GP,condmean_GP,condmax_4C,condmin_4C,condmean_4C,condmax_NBG,condmin_NBG,condmax_BBSI,condmin_BBSI,condmean_BBSI,condmax_BBB,condmin_BBB,condmean_BBB,condmax_WPR,condmin_WPR,condmax_PascR,condmax_PascR.1,condmean_PascR
11/20/2011,35325,30571,32841,46900,44100,31200,19200,23200,19500,14,12,13,44700,41400,43100,11800,11600,11700,33500,31400,38100,35600,36700,26800,23900,25300,35300,21100,48000,32000,42400
11/21/2011,36825,30291,33586,46800,43400,30700,12700,20900,12400,12,7.1,9.6,44100,38300,41500,11700,11000,11300,32700,27900,37900,32400,35300,28200,21600,24700,37800,19200,47400,29400,41800
11/22/2011,35729,30375,32843,46200,43500,28000,16000,21000,14200,13,8.2,10,44300,37400,41000,11900,10700,11300,32700,27600,36900,31500,34000,29600,22900,25900,37900,23200,46800,33100,42500
11/23/2011,37451,29811,33793,46200,41100,28500,16400,20100,11200,12,6.3,8.9,41700,32900,36500,11000,9160,10300,33100,25900,35800,26000,30800,27900,21300,24500,35300,22600,47900,32500,42100
11/24/2011,37998,30677,34054,46300,40900,27500,16300,18700,12600,11,7.2,9.1,41700,37900,39600,11800,9570,10800,33900,29400,38000,32100,34600,28300,21800,25100,35800,23400,47900,35100,43700
11/25/2011,38127,31407,34635,47200,42200,30300,17700,22100,15300,13,8.9,11,42100,36900,39400,11800,11400,11600,35600,28000,38000,27700,33000,30400,22700,25600,48400,23900,48700,36000,43700
11/26/2011,35023,29741,32192,48300,44200,33100,23400,23800,19600,14,12,13,42700,37700,39900,11900,11200,11700,36200,29300,37800,32000,35200,31800,22700,26900,48800,28200,48800,40300,45500
11/27/2011,38477,32395,35570,46800,42500,34300,18300,25200,13300,15,7.6,12,41900,36600,38900,12000,9930,11600,34400,23500,37800,23000,29700,30500,23100,25400,48400,27400,47200,37400,43200
11/28/2011,38382,31405,35088,47800,37400,21100,13700,13300,8930,7.6,5,5.9,38900,30400,34200,9930,5920,7770,25200,14600,32600,14600,21800,27300,22700,24500,38200,21500,46600,33000,40500
11/29/2011,37867,31276,34331,44200,37000,16700,10500,9740,9150,5.5,5.1,5.3,33000,21100,25700,5920,3480,4620,22700,11400,23400,11900,17300,26500,21200,23900,25300,17000,44900,26000,37300
11/30/2011,43000,40000,41000,44541,36964,17500,11200,11600,9740,6.6,5.5,5.8,34200,25000,29500,3930,3370,3790,25900,18300,26900,20700,23700,27200,22300,24100,25500,17400,47300,27200,40400
12/1/2011,41300,35000,38500,45026,37427,20100,17500,14800,11600,8.6,6.6,8,40500,34200,37900,4020,3820,3900,24900,21400,29800,24900,28100,26200,21900,23800,28800,16500,48800,24100,39100
12/2/2011,41300,36000,38200,48600,45800,24600,16500,15300,14000,8.9,8.1,8.4,43200,37500,39700,4220,4020,4110,24500,20100,31700,25200,28000,28100,21800,24300,27100,16500,49600,21400,41300
12/3/2011,41500,37600,39500,49800,48000,33100,23700,23300,14700,14,8.6,11,44200,39400,42000,5780,4220,4870,24800,22100,32600,27300,30600,28900,23200,26100,50300,17400,49100,24800,44200
12/4/2011,42800,38800,41100,49500,48600,34300,19600,25800,20000,16,12,14,45400,42700,44100,8030,5780,7050,23800,19100,27300,18000,22700,29200,23100,26300,51400,19700,48300,36700,45300
12/5/2011,41400,38600,39400,48600,44000,33100,18500,26700,20400,16,12,14,45800,40300,44200,9080,8030,8570,22300,20600,23000,18000,20300,30000,23700,26200,48100,21800,47200,35100,43400
12/6/2011,41800,38600,39400,44400,39700,28500,13600,22200,13000,13,7.5,9.5,41200,31900,35100,8520,7020,7810,22400,21500,23300,19800,22200,28300,21600,24000,38200,20800,44800,27400,37300
12/7/2011,44800,34400,40400,48500,39100,23400,12900,14400,10700,8.3,6.1,6.9,35800,32300,33400,7020,4290,5390,23100,13200,23600,11100,17600,25700,21400,23200,28300,20300,47200,28600,36700
12/8/2011,44800,35300,41800,44600,39500,19000,12500,12200,10900,7,6.2,6.7,37100,33000,35000,4330,3830,4100,23000,16700,25100,21100,23200,28000,22700,24900,41800,19900,46100,31800,41900
12/9/2011,44100,35800,40700,44900,37200,20400,11000,13000,11800,7.5,6.7,7,39400,32600,35900,4400,3800,4210,22300,16400,23200,18600,21600,28500,22100,24700,33100,20300,47700,31200,41800
12/10/2011,43900,34000,39300,47000,39600,20600,10800,14800,12100,8.6,6.9,7.4,42200,35600,38200,4130,3800,3950,23500,15700,25100,21200,22800,27500,22400,24500,36100,23900,49100,32100,42400
12/11/2011,42600,35800,39100,48700,46900,22600,11800,16800,13100,9.9,7.5,8.6,44000,39400,42400,4780,4130,4640,24100,18000,26400,22700,24400,27900,22800,24900,41400,26200,50200,37700,46100
12/12/2011,43600,38100,41000,48500,47500,23700,12900,17800,15000,10,8.7,9.7,46600,42700,44600,4810,4700,4780,22400,18900,27800,23500,25400,28700,22800,25700,37139,23870,50200,38900,46900
12/13/2011,44500,37200,41000,48400,46800,25400,12700,18200,15800,11,9.2,10,46300,42100,44900,5100,4750,4920,23300,19400,29400,24100,26200,29200,22500,25500,37829,22140.4,49900,34900,44400
12/14/2011,44800,37700,40500,47300,45200,26300,13200,18500,15900,11,9.3,10,47200,41100,44700,5570,5100,5350,21600,19300,29800,23900,26300,29600,23100,25600,38085,22067.4,49200,35300,44700
12/15/2011,41700,39400,40700,45500,43400,28600,14900,19500,16300,12,9.5,11,46200,42700,44900,5720,5570,5660,22900,19200,28800,21800,24600,29600,24100,26700,37809,22481.4,48900,34900,44700
12/16/2011,42600,38400,40900,44000,41900,29600,14300,20500,16900,12,9.9,11,46300,34600,41400,5790,5690,5740,22600,17500,22600,17200,20800,29500,23600,26600,34292,19127,46700,30200,41400
12/17/2011,42200,37700,39800,42700,39600,28800,15100,18100,15000,11,8.7,9.6,41700,34400,36900,5690,4250,5210,22000,19700,23500,19900,22200,27300,23600,25100,31442,18614,48900,27400,36300
12/18/2011,42900,37900,39500,42800,39300,29100,17000,16800,15700,9.9,9.1,9.4,46400,37400,42800,4940,4300,4620,23600,19500,24000,21700,22900,29100,23200,25300,30811,18347,49500,29600,41400
12/19/2011,44300,37000,40500,44000,39000,29400,12200,20000,14800,12,8.6,9.7,44500,36000,40900,5100,4940,5050,23600,17900,26100,18700,23000,30800,23000,26700,33750,19130,48300,29300,43700
12/20/2011,44300,38400,40400,43300,40600,33900,17000,24100,17800,15,10,12,45000,41600,43500,5470,5100,5350,23100,18400,25700,22100,24000,31800,24700,28300,38457,23351.8,46100,36200,43500
12/21/2011,43400,39400,41700,41300,39800,36400,19000,25000,18600,15,11,13,44900,33700,42300,6760,5430,5780,22900,19000,33600,22600,26800,32100,25700,28400,38169,22328.1,45500,36500,42100
12/22/2011,43300,38000,41200,41300,39200,36700,20300,26900,19400,16,12,14,45700,38700,41900,7390,5450,6490,24900,19100,27000,21900,24300,31200,25500,28100,40572,23469,45100,36700,41400
12/23/2011,43000,37100,40300,40600,36600,35600,18400,27500,17400,17,10,13,43900,38800,41200,5960,5500,5760,24800,19400,27600,20100,24700,30700,24900,27400,35177,20558,45900,33400,41100
12/24/2011,43600,35600,39500,42400,37000,32900,18600,25100,17700,15,10,13,44300,40700,42400,6780,5530,6430,25300,20800,29700,23600,27200,29600,24700,27200,35558,20492,47500,35900,43300
12/25/2011,43200,36000,39600,43500,40200,30400,16800,24900,16800,15,9.9,13,45600,41800,43300,7510,6330,7030,26900,20500,30300,21000,26600,30100,24400,26500,39912,21378,48300,35100,43300
12/26/2011,43500,36500,39800,43200,40900,33000,19100,24500,19500,15,12,13,46400,43400,44800,7530,6400,7020,27000,20800,30300,24600,27600,30600,24000,27000,41552,23109,48200,36300,44100
12/27/2011,41800,34600,39200,42500,36500,24700,13200,19500,10700,12,6.1,7.7,44500,32400,37400,6550,4180,5330,21800,9390,26300,10500,15800,29900,21700,24400,29784,16722.4,47500,32000,40600
12/28/2011,42200,36800,39400,39900,26900,19600,10000,13100,10700,7.5,6.1,6.6,37100,33500,35600,4180,2460,3310,18000,13400,22000,16200,19300,26500,19100,23100,20761,9034.2,47300,26600,39900
12/29/2011,42200,35800,38100,42400,35200,21400,9670,16800,13100,9.9,7.5,9.1,41200,34800,38300,2860,2410,2640,18400,14100,22100,16700,19800,27400,17400,22200,19317.6,6620.95,46100,20600,33200
12/30/2011,41200,37500,38300,42300,29800,21500,7420,17800,15400,10,9,9.7,40100,28200,35900,2820,2630,2770,16200,11500,20100,17300,18600,29400,18900,25200,7246.9,2670.09,45100,12500,21600
12/31/2011,39800,31000,37000,40500,25500,20700,5460,16800,12200,9.9,7,8.2,39800,26500,31200,2630,1800,2240,17400,11000,23200,13500,17500,28600,19000,23300,7379.3,2423.18,47300,10200,22400
1/1/2012,39900,32300,36300,37100,16200,15000,4580,15100,12000,8.8,6.8,7.7,34600,25200,28200,2080,1800,1950,18200,11000,19000,14100,16500,28400,16000,21600,6816.7,2073.31,19000,9520,12300
1/2/2012,42000,30500,38000,42200,19900,6000,1800,12000,9380,6.8,5.2,5.9,30000,25000,27600,1830,1160,1470,16800,9920,21300,14400,19400,24500,14900,20000,7428.4,2364.57,49600,12400,24300
1/3/2012,41475,33131,38233,38200,20000,6000,1360,10100,9140,5.7,5.1,5.4,31100,24800,27900,1160,848,974,16100,6840,23800,8540,18400,24800,18000,21500,9902.4,2989.45,49400,12900,28500
1/4/2012,38371,31428,35101,43400,32500,13600,1020,10300,8370,5.8,4.6,5.1,39500,27900,31300,1360,1110,1260,22400,8680,23200,9330,18300,26700,20100,23000,10466.1,3245.83,49100,13300,32800
1/5/2012,38258,32136,35542,43800,24400,13900,844,11200,8620,6.3,4.8,5.4,36300,25400,30700,1400,1290,1350,18300,8510,24700,12000,19200,27100,20900,23600,11623.8,3731.47,47800,14400,33100
1/6/2012,40200,34200,37700,45100,25300,19500,875,12600,9460,7.2,5.3,6,39600,26500,31700,1410,1240,1340,21100,10300,25600,12900,20200,27900,21100,24000,22545,8425.12,47900,16700,35300
1/7/2012,38600,33000,36600,43800,26900,21900,1560,15300,10700,8.9,6.1,7.2,37000,28400,33400,1570,1270,1440,23100,13500,26700,16200,20800,28300,21600,24700,25827,11194,46300,19600,34900
1/8/2012,38000,31600,35600,43300,36500,23500,2500,16700,13300,9.8,7.6,8.6,39600,30900,36200,2640,1460,2300,23200,15400,26600,19700,21600,27300,22100,24700,25688,11988.8,43700,25600,36500
1/9/2012,36600,32800,35300,45200,36100,24800,2800,17000,14400,10,8.3,9.2,40500,34000,37400,2910,2390,2640,22100,16100,22400,18500,21000,28300,21900,24900,28213,13213,42200,23600,33800
1/10/2012,35800,33300,34700,44100,34200,27700,4440,20000,16700,12,9.8,11,42800,37100,39800,4600,2500,3740,22200,17200,22300,18400,20500,28600,23300,26200,32734,14440.8,42000,27600,36500
1/11/2012,37500,32800,35300,41400,32900,25400,5490,20000,11200,12,6.3,8.7,39900,30600,33300,4630,3560,4180,19800,11700,21200,14300,17600,29000,22500,25200,28278,11836.5,40900,26000,32500
1/12/2012,38400,32300,36300,42300,27800,15900,5170,14400,9580,8.3,5.4,6.9,34300,25800,29600,3560,2270,2920,18300,8590,19500,9520,15500,27700,22500,24500,17334,6923.48,41700,22000,29000
1/13/2012,39100,36700,38300,42900,21400,8950,4180,10600,9400,6,5.3,5.7,34900,25900,29800,2270,1800,2000,18000,11700,19800,13700,18500,25500,22900,24200,10468.2,3948.61,44500,17100,27500
1/14/2012,41600,35200,39300,42800,21600,10200,2980,10600,8810,6,4.9,5.9,35300,27400,30500,1800,1380,1560,16600,13000,18100,13500,15800,26800,21900,24300,7142.5,2360.79,48500,12300,25900
1/15/2012,41500,35400,39000,43800,17500,15600,2090,11100,10000,6.3,5.6,5.9,32800,25700,29600,1450,1180,1340,17600,11800,18900,13400,15900,26800,23000,24700,7241.2,2308.76,46400,10300,21800
1/16/2012,37400,32700,34900,41600,31900,18200,3270,15300,10700,8.9,6.1,7.1,38800,26700,33200,1580,1400,1440,16800,12900,18800,12200,16300,27400,23100,25400,7959.6,3132.71,40500,9570,22400
1/17/2012,35200,29200,33200,41800,16300,22700,2850,17100,13300,10,7.6,8.5,40000,29900,36700,2090,1580,1980,16500,13000,15600,12200,14300,29100,23900,26300,10889.8,2586.13,40200,8670,24700
1/18/2012,38200,30800,34500,36400,17500,24300,3760,18500,14200,11,8.2,9.2,35700,29700,33300,2340,2010,2220,16200,14200,18200,13800,15600,28200,22200,25100,11686.5,2388.58,44100,12600,29800
1/19/2012,37900,31500,33700,44700,33000,27400,5150,19500,15700,12,9.1,10,39300,33500,36000,3030,2340,2740,17300,14600,17600,14600,15800,28600,22600,25500,25263.1,6539.08,45600,17100,35000
1/20/2012,38500,31900,35800,44700,36100,27400,6490,20300,15800,12,9.2,10,38800,31700,34500,3730,3030,3560,17200,14500,16800,14700,15500,28800,22400,25500,16000,2880,42400,19200,32100
1/21/2012,37500,31700,35700,42500,31700,26100,5650,19100,14700,11,8.6,9.9,35000,29700,32000,4270,3470,3950,17082,12928.7,16400,13700,14800,27700,22200,24800,10700,601,40600,15800,27600
1/22/2012,37200,31900,34300,40100,27500,24300,4100,19200,13700,11,7.9,9.5,34900,29700,32700,3700,3320,3570,16897,11428.9,15800,13200,14600,28300,21600,24600,8930,498,41900,15200,28300
1/23/2012,33600,28100,32300,39200,35100,24900,4240,18700,13700,11,7.9,9.6,37300,28100,32500,3320,2790,3100,16623,12380.2,15800,13000,13800,28300,22700,24700,10100,459,40700,14700,26300
1/24/2012,35500,28700,31100,41600,32500,23200,4730,17700,15000,10,8.7,10,38100,33200,35900,4100,2720,3450,16915,13237.1,19400,14200,15900,26700,22000,24000,11200,712,43200,15700,30700
1/25/2012,36100,30500,31500,39149,30837,25000,5260,18100,17000,11,10,10,40400,36400,38300,5210,4100,4900,18094,13915,20100,16300,18100,26600,22500,24100,9230,2490,40200,16200,30600
1/26/2012,33600,31200,32700,39868,29365,25500,4730,17600,13700,10,7.9,9.7,40400,32300,37100,5200,5080,5130,11400,5763.9,17400,10200,15300,26300,20500,23400,8470,4020,39600,11200,21100
1/27/2012,34500,30800,32800,39300,16800,11800,4280,13700,9810,7.9,5.5,6.1,32600,29200,30600,5200,3970,4740,12527.4,6609.6,16400,10100,13200,22400,16100,19700,4760,2790,39200,9170,19700
1/28/2012,34900,29700,32900,39000,21800,12100,2430,11100,10400,6.3,5.9,6.1,31700,26800,29500,3970,3240,3590,10826.7,6125.9,14300,10900,12500,20600,14500,17200,4880,2680,42700,9830,20300
1/29/2012,37100,29500,32100,39400,21100,14200,2990,11100,10100,6.3,5.7,6.1,32800,30100,31600,3250,2750,2920,17457,11943.8,19100,14000,16400,20000,13900,16700,5260,2800,46200,12400,23200
1/30/2012,36400,29400,32600,38700,29400,15400,1930,11500,9790,6.5,5.5,6,36600,27800,31600,2800,2550,2720,17140,11632.5,18300,13100,15700,21400,13700,17700,4370,2060,37000,11300,23500
1/31/2012,36500,31000,33700,34800,27600,15400,1850,11900,9900,6.8,5.6,6,31673,22591,26937,2790,2700,2750,17520,13516,17800,15400,16500,21500,14900,18200,3570,1580,35200,10500,20500
2/1/2012,33600,27600,31300,33100,27700,13400,1130,9463.8,6787.9,5.303,3.7,4.497,31957,22482,26784,2890,2740,2820,17300,12325.6,17400,15100,16300,22300,15600,18900,3060,977,31400,7300,16300
2/2/2012,31900,24500,28900,31200,21400,14000,525,11100,9250,6.3,5.2,5.8,36900,26000,31200,3060,2760,2930,17536,12630.5,18400,13700,15800,20100,12600,16400,1520,463,29100,8420,16100
2/3/2012,27900,25500,27100,27100,24100,17200,578,9750,9250,5.5,5.2,5.4,38700,30500,33500,3500,3040,3260,17358,12951.4,19900,16200,17600,19900,11800,16000,1450,321,28900,8780,18100
2/4/2012,26900,21900,26100,26500,21900,17200,594,10800,9180,6.1,5.1,5.5,36900,30600,33500,4020,3000,3620,17152,11308.9,19300,13500,16300,18300,11100,15100,1410,263,31300,7930,16100
2/5/2012,31900,23400,26700,25000,17000,9840,448,10500,9050,6,5,5.6,35200,29600,32200,3030,2000,2630,16091,9567.2,20800,11100,14900,16500,10600,13500,2170,282,41600,7260,21000
2/6/2012,30200,23800,26800,32800,17300,8020,267,10400,8960,5.9,5,5.6,35700,31600,33500,3000,1320,2350,17350,13334.6,21200,14400,18100,15500,10200,13000,2060,572,40600,10900,24300
2/7/2012,34400,24100,28400,36600,17300,5880,194,10300,8660,5.8,4.8,5.4,37300,33500,35300,2090,932,1500,16771,13033.5,20500,14900,17900,15500,9640,12200,2070,627,44600,10600,26000
2/8/2012,34400,24000,29100,34200,22100,5330,179,10200,8930,5.8,5,5.4,37300,32700,34400,1220,707,923,15637.8,6480,19900,10200,16100,14600,9310,11700,3150,697,44400,10600,21000
2/9/2012,33800,26400,30300,38100,26000,3520,157,9690,7350,5.4,4,4.6,39500,36700,38100,2070,731,1690,17772,13222.8,21200,18400,20100,14900,10200,12400,2000,1040,45900,11000,23300
2/10/2012,34000,27100,30400,36600,19600,229,142,9560,8590,5.4,4.8,5.2,39100,27800,33000,1810,1360,1560,17587,10541.4,20900,12900,16700,14400,9980,12100,2640,1090,44200,9790,20600
2/11/2012,33600,24300,29700,34200,18800,353,133,9660,8940,5.4,5,5.2,32500,24300,28100,1440,805,1060,13518.9,6309.53,16900,9940,13600,14700,10000,11300,2130,507,44600,11400,16800
2/12/2012,34000,24800,29600,29500,18100,362,135,9090,7340,5.1,4,4.9,31700,24500,28800,1440,805,1110,19860,10933.3,24800,13200,19000,13100,9720,11100,2130,1130,45300,12600,23100
2/13/2012,31700,27000,29500,42400,26500,7490,139,8530,5700,4.7,3.1,4.2,41100,25400,34000,1510,1410,1480,21154,9646.2,27500,11400,22100,16100,9800,13200,7670,1060,45500,14200,36100
2/14/2012,33800,29200,31400,39300,26800,6870,157,7330,6410,4,3.5,3.7,37800,27200,32300,1510,1420,1470,24078,16114.9,26500,16300,23500,17000,10400,13100,15300,2790,41700,9720,23900
2/15/2012,32400,26400,30300,36400,28900,11800,141,7880,5410,4.4,2.9,3.6,42300,30100,36300,1910,1490,1540,22628,15940,25500,16300,22000,17200,10700,13700,14500,3640,40800,14600,30900
2/16/2012,32600,27600,30400,36600,29500,11000,370,7840,6180,4.3,3.4,3.6,38200,21000,32200,2570,1880,2120,20349,15186.8,23200,20100,22200,16300,9270,12700,14200,4270,39500,15000,27600
2/17/2012,36000,23800,30400,37600,28600,11600,293,7260,5980,4,3.2,3.6,36600,23300,29200,2770,2030,2220,19040,14802,22900,20400,21900,16400,9050,12100,23400,3980,40700,17400,29900
2/18/2012,35100,24100,28700,37200,31400,14800,700,7300,5540,4,3,3.4,38500,23600,31200,3100,2560,2770,19221,14685.3,22700,21300,22100,15100,8620,11200,20600,2180,33907,8710.9,18998
2/19/2012,30000,14800,23700,33100,10400,13600,283,8620,5850,4.8,3.2,4.1,40200,24400,29300,3290,1560,2500,18773,9521.6,22400,12600,18600,11400,547,4070,5770,689,37340,9385.2,20564
2/20/2012,32000,11000,16800,32900,13000,350,104,8360,7830,4.6,4.3,4.5,32500,25900,29000,2440,1650,2120,19852,14560.4,22700,21200,21800,984,361,645,885,198,39152,6376.7,20028
2/21/2012,32000,9480,13300,35300,23200,118,82,8570,6750,4.8,3.7,4.4,32600,25700,28800,2710,2350,2620,18682,13057.2,22000,13600,18700,922,361,592,454,102,35551,4288.36,13754.6
2/22/2012,19700,9100,12100,35900,13300,97,70,8600,6110,4.8,3.3,4.5,30900,15900,20900,2580,1900,2290,17796,11421.2,19100,13200,16700,1150,426,728,193,76,28651,2277.04,7797.5
2/23/2012,24200,12400,14500,27700,3210,89,65,8420,7920,4.7,4.4,4.6,29000,17200,18900,1940,1130,1640,16680,10514.3,16500,11500,13700,2430,598,1460,169,98,26602.6,3171.83,8184.8
2/24/2012,20900,9500,15900,26400,3440,79,60,8080,6610,4.5,3.6,4.3,26000,16900,19200,1470,995,1210,13823.8,6565.3,13600,10300,12300,3270,1000,2140,116,92,16709.4,1617.78,4292.6
2/25/2012,18500,8900,13600,22000,7900,70,52,7800,6020,4.3,3.3,3.9,27500,21800,24700,1630,1080,1470,17037,11918.7,18900,13300,16600,3700,1730,2640,98,72,2850,760,1340
2/26/2012,23000,12200,16200,34900,21300,9270,58,8180,3270,4.5,1.7,3.1,43600,25400,33200,2620,1540,1750,22126,16319,25700,14900,19500,4540,2190,3210,75,62,4290,860,2280
2/27/2012,25800,15500,19500,33100,24600,3020,67,8950,7210,5,4,4.5,43400,36900,41100,6010,2620,4330,24968,19027,30500,19000,24800,4210,1890,2960,85,62,4540,1000,2450
2/28/2012,17200,13600,15800,30000,22300,106,73,8140,5710,4.5,3.1,3.4,39000,26700,32300,6530,4650,5550,21043,15205,25300,15900,20700,3490,1370,2510,75,66,3770,820,2290
2/29/2012,18100,12700,15200,30300,21500,97,74,6720,5120,3.7,2.7,3.3,32300,22600,27900,4740,3270,4020,15423.4,9877.2,21100,12000,16500,3730,1240,2290,90,66,21700,1220,5050
3/1/2012,19900,15800,17300,29500,18600,101,77,7300,5650,4,3,3.8,26000,19500,22400,3360,2040,2820,14942.1,10482.1,14900,11200,12900,6060,957,2770,127,70,11400,1560,2940
3/2/2012,19900,14600,17200,30700,13000,453,83,7310,4260,4,2.3,3.6,30600,19400,23400,2400,1720,2080,14031.6,6461.24,17700,9080,14300,5660,1320,3330,240,87,34500,3020,12900
3/3/2012,20300,9720,14400,22600,5980,7860,91,7170,4260,3.9,2.3,3.4,28100,19600,22400,2200,1680,1810,14016.6,6579.9,17600,9680,14100,4320,1680,2930,1020,186,40200,4350,19400
3/4/2012,29400,9720,20800,30500,11000,4640,114,7160,4430,3.9,2.4,3.4,26400,18800,21300,2100,1900,2060,13313.1,6610.7,16500,9810,12300,3260,1510,2360,1110,471,43900,7720,15500
3/5/2012,31200,17300,27600,32100,21000,4400,132,7030,6270,3.9,3.4,3.7,23400,15700,17800,1990,1360,1680,11413.4,3143.06,13700,4810,8450,5540,1020,2870,710,195,30800,6870,13600
3/6/2012,30900,16200,22700,35300,22700,9620,517,6270,5080,3.4,2.7,3,32900,17800,26800,1750,1440,1670,16291.5,5950.43,20900,8500,14700,7580,2200,4300,1190,248,35400,7300,21100
3/7/2012,28600,24400,25900,36800,33500,12900,2200,7180,5770,3.9,3.1,3.7,34900,29000,32100,3310,1730,2410,19346,15516.9,21900,18700,19700,7840,3940,5760,1930,369,34700,12700,21500
3/8/2012,27000,23800,25400,37700,31000,13300,1810,8860,8860,5.3,4.9,5.1,35000,32100,33400,5360,3310,4950,19386,15642.8,23300,19500,20800,8840,4340,5960,2080,488,33600,8280,17700
3/9/2012,25100,16700,22200,31800,24000,9230,712,9476.8,6781.5,5.3,3.7,4.501,35800,34100,34700,6660,5100,5800,20016,15708,23700,19400,21600,7510,2570,4850,1140,406,40800,7540,13200
3/10/2012,30400,19500,22500,32500,28000,15300,656,8800,7640,4.9,4.2,4.6,36200,34100,35100,8720,6630,7390,22063,16390.3,26900,20200,24700,6660,2210,4580,1920,533,40600,11700,25200
3/11/2012,24200,18900,21800,35400,27200,17200,867,9800,8040,5.5,4.4,4.8,36200,34100,35000,9640,8720,9130,19829,16396,23800,20600,22000,7450,2380,4250,1530,322,32000,11300,20900
3/12/2012,22600,14900,20400,34100,31400,17200,1660,9220,8260,5.2,4.6,4.8,34900,32600,33800,9350,8580,8840,19908,15723.1,23200,19500,21300,5740,1260,3390,1870,155,30300,10100,18200
3/13/2012,21100,11200,15800,32900,29300,9510,1120,8810,7400,4.9,4.1,4.4,33600,29000,31600,9020,8380,8630,19403,15431,22700,16900,19600,2170,346,1150,691,243,29200,6860,15200
3/14/2012,17600,7300,11600,30800,21600,7870,763,7420,6790,4.1,3.7,3.9,30000,24100,27800,8420,6800,7510,14299,10610.1,20800,14300,17700,1550,334,824,761,212,29400,5980,14600
3/15/2012,17000,8050,12000,29000,6640,6030,361,7380,6560,4.1,3.6,3.9,27100,22100,24600,7100,6120,6660,21000,17000,18500,13700,16600,1470,382,811,486,208,30300,5410,13700
3/16/2012,21300,7910,13300,29000,5670,4840,179,7570,6370,4.2,3.5,3.9,25300,19700,22200,6330,4950,5670,19700,15600,17000,12200,14900,1710,492,922,305,133,30100,5040,12400
3/17/2012,15300,10400,12400,29700,9670,5220,125,7670,5570,4.2,3,3.8,27900,18400,22000,5840,5090,5580,19800,15500,17500,13200,15500,2890,516,1380,231,97,16900,3660,7270
3/18/2012,14300,11200,13000,30000,18900,4030,115,7230,4850,4,2.6,3.1,29500,18700,23800,5980,5400,5760,20200,16100,17400,13600,15800,2940,812,1830,262,101,18600,3710,6730
3/19/2012,13400,11200,12400,30800,27800,7220,113,5080,4070,2.7,2.2,2.5,33100,22000,27000,6260,5790,6040,20100,16000,17600,15500,16400,4100,1320,2450,407,115,24500,3710,9730
3/20/2012,11200,9280,10300,28700,25500,12200,7220,11000,4310,6.2,2.3,4.3,34300,30600,32100,8510,6060,6990,19400,17400,21800,17600,19600,4510,2110,3330,715,185,23700,4900,14600
3/21/2012,12200,8680,10500,26400,18400,15900,2340,15200,11000,8.9,6.2,8.1,33200,29000,31600,13500,8510,11300,18600,15600,22100,18300,20200,5540,2910,3940,2800,382,23000,6280,15700
3/22/2012,10900,3120,7310,24100,16100,2340,413,13200,7860,7.6,4.3,5.5,31000,23500,28400,7892.8,6703.4,7311.1,18100,15700,20400,14000,16300,3860,162,1290,1010,190,15000,5510,8610
3/23/2012,3630,711,1820,23300,13400,470,137,8210,6720,4.5,3.7,4.1,26100,15400,21100,7916.5,6623.8,7277.1,15800,12200,15100,11400,13600,306,78,155,561,143,12900,3800,5470
3/24/2012,3010,340,911,24800,4110,291,93,6760,6360,3.7,3.5,3.6,25900,13900,17500,7832.1,6779.9,7308.4,12300,9670,13900,9880,12500,278,48,96,247,116,40200,3630,8050
3/25/2012,16500,320,6360,27900,9290,181,74,6600,6300,3.6,3.4,3.5,17300,13600,15500,7842.7,6786.5,7271.2,12000,8520,12700,9320,11800,200,50,105,394,183,35900,4790,11600
3/26/2012,27300,3830,11100,28600,4150,114,67,6700,5160,3.7,2.8,3.4,17800,14100,15600,7961.7,6605.4,7269.8,11100,8080,13500,8880,11500,199,94,123,308,52,7940,1680,4820
3/27/2012,24500,6880,10400,27100,10200,132,60,6620,3590,3.6,1.9,3.2,17400,13900,15600,7889.9,6706.5,7271.6,10500,7800,13300,9180,11500,2130,132,573,81,46,2810,450,1510
3/28/2012,16500,9930,13400,24100,12000,966,60,6600,3170,3.6,1.6,2.8,22600,13400,19400,7755.4,6660.9,7250.3,11100,8210,13100,10700,11900,3650,334,1520,64,41,1340,240,793
3/29/2012,14600,11100,12800,19000,7890,5200,63,6410,2780,3.5,1.4,2.5,21800,13600,18300,7712.2,6656.6,7242.4,10500,8140,14000,11400,12700,3980,386,1770,49,41,1050,170,709
3/30/2012,12400,10800,11800,25300,1080,2360,74,4360,3100,2.3,1.6,1.9,19600,15600,17800,7377.2,6619.8,7027,10100,8310,14200,12100,13000,3880,777,2020,48,42,970,150,564
3/31/2012,11800,8940,11000,27100,217,115,80,6300,3240,3.4,1.7,2.7,16900,13800,15500,7778,6655.7,7297.7,9040,6690,13600,10100,11900,2960,537,1630,47,44,1110,140,686
4/1/2012,13200,8810,11200,21000,2580,154,86,6730,4280,3.7,2.3,3.2,17600,12500,14400,7795.7,6712,7276.2,8010,6550,12800,9460,10900,2720,588,1660,51,46,1530,230,978
4/2/2012,13400,9410,11300,16900,8920,225,83,6250,3080,3.4,1.6,2.6,22300,13100,16900,7717.2,6699.2,7295.7,6930,5590,11900,8780,10500,2870,641,1640,58,50,3070,620,1110
