Date,"Gage height, feet (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL","Discharge, cubic feet per second (Mean) USGS 02298202 SHELL CREEK NEAR PUNTA GORDA FL","Gage height, feet (Mean) USGS 02298202 SHELL CREEK NEAR PUNTA GORDA FL","Discharge, cubic feet per second (Mean) USGS 02297310 HORSE CREEK AT SR 72 NEAR ARCADIA, FL","Gage height, feet (Mean) USGS 02297310 HORSE CREEK AT SR 72 NEAR ARCADIA, FL","Discharge, cubic feet per second (Mean) USGS 02298123 PRAIRIE CREEK NEAR FORT OGDEN FL","Gage height, feet (Mean) USGS 02298123 PRAIRIE CREEK NEAR FORT OGDEN FL","Discharge, cubic feet per second (Mean) USGS 02297100 JOSHUA CREEK AT NOCATEE FL","Gage height, feet (Mean) USGS 02297100 JOSHUA CREEK AT NOCATEE FL","Discharge, cubic feet per second (Mean) USGS 02296500 CHARLIE CREEK NEAR GARDNER FL","Gage height, feet (Mean) USGS 02296500 CHARLIE CREEK NEAR GARDNER FL","Discharge, cubic feet per second (Mean) USGS 02295637 PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL","Gage height, feet (Mean) USGS 02295637 PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL","Discharge, cubic feet per second (Mean) USGS 02295420 PAYNE CREEK NEAR BOWLING GREEN FL","Gage height, feet (Mean) USGS 02295420 PAYNE CREEK NEAR BOWLING GREEN FL","Discharge, cubic feet per second (Mean) USGS 02295013 BOWLEGS CREEK NEAR FORT MEADE FL","Gage height, feet (Mean) USGS 02295013 BOWLEGS CREEK NEAR FORT MEADE FL","Discharge, cubic feet per second (Mean) USGS 02294898 PEACE RIVER AT FORT MEADE FL","Gage height, feet (Mean) USGS 02294898 PEACE RIVER AT FORT MEADE FL","Gage height, feet (Mean) USGS 02294781 PEACE RIVER NEAR HOMELAND FL","Discharge, cubic feet per second (Mean) USGS 02294650 PEACE RIVER AT SR 60 AT BARTOW, FL","Gage height, feet (Mean) USGS 02294650 PEACE RIVER AT SR 60 AT BARTOW, FL","Gage height, feet (Mean) USGS 02293987 PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL","Discharge, cubic feet per second (Mean) USGS 02293987 PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL"
12/21/2005,1.118616,3.7661344,1.56972,1.51211712,0.954024,24.78024,0.110718688,14.6304,1.627632,2.52869024,1.15824,13.7902816,2.203704,4.2192032,1.374648,0.45023712,1.185672,5.804944,22.226016,25.638252,5.9748448,1.743456,12.271248,3.4546496
12/22/2005,1.115568,3.7944512,1.56972,1.43849344,0.935736,22.61616,0.10760384,13.83792,1.609344,2.35312608,1.133856,13.45048,2.182368,4.3324704,1.38684,0.42758368,1.170432,5.7199936,22.213824,25.63346664,5.7199936,1.734312,12.271248,3.4263328
12/23/2005,1.103376,3.5962336,1.566672,1.36203808,0.917448,21.27504,0.105338496,13.2588,1.594104,2.17473024,1.106424,13.5354304,2.188464,4.6156384,1.426464,0.4105936,1.161288,5.6067264,22.201632,25.63011384,5.521776,1.725168,12.265152,3.3696992
12/24/2005,1.100328,3.5679168,1.566672,1.3025728,0.902208,20.60448,0.104205824,12.954,1.58496,2.03597792,1.085088,13.9601824,2.212848,4.7289056,1.441704,0.39926688,1.152144,5.521776,22.198584,25.61773896,5.097024,1.703832,12.256008,3.2847488
12/25/2005,1.106424,3.4263328,1.563624,1.26576096,0.893064,19.99488,0.103073152,12.6492,1.578864,1.94536416,1.075944,13.875232,2.2098,4.530688,1.41732,0.39077184,1.146048,5.4085088,22.186392,25.616154,4.8704896,1.694688,12.246864,3.1997984
12/26/2005,1.100328,3.3130656,1.563624,1.22045408,0.880872,20.33016,0.103639488,12.25296,1.56972,1.840592,1.060704,13.5071136,2.188464,4.2758368,1.38684,0.37944512,1.139952,5.2102912,22.162008,25.61210016,4.7005888,1.688592,12.23772,3.1431648
12/27/2005,1.085088,3.3413824,1.563624,1.16948384,0.86868,19.41576,0.102223648,11.79576,1.557528,1.70750304,1.03632,12.7991936,2.145792,4.1908864,1.3716,0.35679168,1.12776,4.9837568,22.137624,25.5984756,4.530688,1.682496,12.231624,3.0865312
12/28/2005,1.060704,3.3130656,1.563624,1.13550368,0.856488,19.05,0.101657312,11.67384,1.55448,1.59140416,1.018032,12.317808,2.115312,3.7944512,1.316736,0.34546496,1.118616,4.8421728,22.122384,25.54181328,4.389104,1.6764,12.22248,3.0015808
12/29/2005,1.042416,3.3130656,1.563624,1.09869184,0.847344,20.29968,0.102101886,11.70432,1.55448,1.50645376,1.002792,11.8364224,2.084832,3.5112832,1.277112,0.34546496,1.115568,4.7855392,22.11324,25.54001496,4.3041536,1.6764,12.216384,2.9166304
12/30/2005,1.02108,3.1431648,1.560576,1.06188,0.8382,18.68424,0.100459511,11.1252,1.53924,1.4441568,0.9906,11.3550368,2.054352,3.256432,1.237488,0.32847488,1.106424,4.7005888,22.104096,25.54403832,4.1908864,1.670304,12.170664,2.53718528
12/31/2005,1.002792,2.973264,1.557528,1.02789984,0.829056,17.43456,0.09885678,10.85088,1.533144,1.38185984,0.97536,11.043552,2.033016,3.1431648,1.2192,0.31997984,1.100328,4.5873216,22.091904,25.5486408,3.7661344,1.636776,12.097512,1.982176
1/1/2006,0.987552,2.9449472,1.557528,1.00807808,0.82296,18.50136,0.099646819,10.69848,1.527048,1.32522624,0.963168,10.6754336,2.008632,2.9449472,1.194816,0.31431648,1.094232,4.4174208,22.073616,25.53529056,3.3130656,1.594104,12.07008,1.79528512
1/2/2006,0.97536,3.2281152,1.563624,0.98259296,0.816864,19.5072,0.103073152,11.00328,1.536192,1.28275104,0.954024,10.194048,1.978152,2.83168,1.179576,0.30865312,1.091184,4.105936,22.033992,25.45360416,3.0298976,1.560576,12.060936,1.72449312
1/3/2006,0.957072,3.3130656,1.563624,0.95427616,0.80772,21.0312,0.102535133,11.09472,1.53924,1.25443424,0.947928,9.6843456,1.941576,2.7467296,1.164336,0.30298976,1.085088,3.8510848,22.003512,25.44479544,2.8599968,1.53924,12.05484,1.68201792
1/4/2006,0.935736,3.2847488,1.563624,0.93728608,0.801624,17.0688,0.098259296,10.91184,1.533144,1.203464,0.938784,9.2312768,1.911096,2.6334624,1.149096,0.28883136,1.078992,3.681184,21.982176,25.44385056,2.83168,1.53924,12.042648,1.60839424
1/5/2006,0.917448,3.0865312,1.560576,0.92879104,0.798576,16.55064,0.097409792,10.75944,1.530096,1.1609888,0.926592,8.6932576,1.871472,2.548512,1.139952,0.280053152,1.069848,3.6245504,21.97608,25.4238252,2.69575936,1.520952,12.033504,1.53760224
1/6/2006,0.896112,2.9166304,1.557528,0.93728608,0.801624,15.81912,0.095993952,10.60704,1.524,1.11001856,0.9144,8.5233568,1.862328,2.6051456,1.143,0.272407616,1.063752,3.5112832,21.963888,25.42348992,2.57966048,1.505712,12.02436,1.46964192
1/7/2006,0.88392,2.9449472,1.557528,0.92879104,0.798576,15.36192,0.095144448,10.3632,1.517904,1.07037504,0.905256,8.4384064,1.853184,2.6617792,1.155192,0.258249216,1.05156,3.3696992,21.939504,25.40038608,2.48904672,1.490472,12.015216,1.41017664
1/8/2006,0.880872,3.0298976,1.560576,0.89481088,0.789432,15.42288,0.095144448,10.39368,1.520952,1.03073152,0.896112,8.2968224,1.84404,2.690096,1.161288,0.251453184,1.045464,3.2847488,21.927312,25.39203456,2.33896768,1.46304,12.00912,1.37902816
1/9/2006,0.874776,3.0298976,1.560576,0.8919792,0.786384,14.11224,0.092879104,10.91184,1.533144,0.991088,0.88392,8.1552384,1.834896,2.690096,1.161288,0.246072992,1.042416,3.114848,21.909024,25.35640344,2.24269056,1.4478,12.006072,1.34787968
1/10/2006,0.865632,2.83168,1.557528,0.87215744,0.783336,13.74648,0.0920296,10.78992,1.530096,0.95710784,0.874776,8.0986048,1.8288,2.7184128,1.167384,0.24210864,1.039368,3.0298976,21.893784,25.3599696,2.23985888,1.450848,12.003024,1.33372128
1/11/2006,0.859536,2.68443264,1.55448,0.849504,0.77724,13.31976,0.091180096,10.45464,1.520952,0.93162272,0.86868,8.3251392,1.847088,2.7467296,1.170432,0.237577952,1.03632,2.973264,21.890736,25.36457208,2.16906688,1.438656,11.996928,1.29974112
1/12/2006,0.865632,2.82318496,1.557528,0.849504,0.771144,13.1064,0.09061376,10.11936,1.511808,0.89764256,0.859536,8.1835552,1.834896,2.4635616,1.133856,0.230498752,1.030224,2.9166304,21.881592,25.36694952,2.0954432,1.426464,11.990832,1.2600976
1/13/2006,0.859536,2.65328416,1.55448,0.82401888,0.765048,12.92352,0.090330592,10.14984,1.511808,0.88348416,0.856488,8.1269216,1.831848,2.6334624,1.155192,0.223136384,1.024128,2.83168,21.872448,25.383744,2.00199776,1.408176,11.984736,1.20912736
1/14/2006,0.85344,2.32480928,1.548384,0.8070288,0.762,12.31392,0.088914752,9.96696,1.505712,0.849504,0.847344,7.9003872,1.82593488,2.5768288,1.152144,0.217756192,1.018032,2.68726432,21.85416,25.365456,1.8830672,1.380744,11.975592,1.16382048
1/15/2006,0.841248,2.5201952,1.551432,0.78437536,0.752856,12.46632,0.089481088,9.11352,1.484376,0.81552384,0.8382,7.3906848,1.776984,2.62779904,1.15824,0.207562144,1.008888,2.46072992,21.817584,25.341072,1.83209696,1.3716,11.966448,1.1043552
1/16/2006,0.82296,2.46922496,1.551432,0.75322688,0.743712,12.192,0.088631584,8.80872,1.475232,0.78437536,0.829056,7.1924672,1.758696,2.7750464,1.182624,0.204730464,1.00584,2.36728448,21.805392,25.322784,1.76130496,1.35636,11.960352,1.07887008
1/17/2006,0.80772,2.44657152,1.551432,0.7362368,0.737616,12.192,0.088631584,8.77824,1.472184,0.76172192,0.82296,7.5322688,1.786128,2.9449472,1.210056,0.200482944,1.002792,2.30215584,21.799296,25.301448,1.69051296,1.344168,11.960352,1.07037504
1/18/2006,0.82296,2.49754176,1.551432,0.78437536,0.752856,12.92352,0.090330592,9.32688,1.490472,0.7645536,0.826008,7.78712,1.804416,3.0298976,1.222248,0.216057184,1.018032,2.26817568,21.7932,25.304496,1.7556416,1.365504,11.966448,1.1043552
1/19/2006,0.832104,2.5909872,1.55448,0.79003872,0.755904,13.59408,0.091746432,9.47928,1.49352,0.75889024,0.82296,7.4756352,1.78308,2.8033632,1.18872,0.210393824,1.014984,2.26251232,21.796248,25.307544,1.75847328,1.368552,11.975592,1.15532544
1/20/2006,0.82296,2.47772,1.551432,0.78154368,0.752856,16.06296,0.096560288,9.41832,1.490472,0.75605856,0.826008,7.1358336,1.755648,2.4918784,1.143,0.203314624,1.008888,2.23136384,21.7932,25.304496,1.73015648,1.365504,11.966448,1.1043552
1/21/2006,0.80772,2.82884832,1.557528,0.76738528,0.749808,14.53896,0.093728608,9.81456,1.502664,0.7362368,0.819912,6.4279136,1.697736,1.8122752,1.0668,0.19963344,1.00584,2.19172032,21.787104,25.301448,1.68201792,1.35636,11.9634,1.07037504
1/22/2006,0.77724,2.57966048,1.55448,0.7503952,0.743712,12.67968,0.089764256,9.54024,1.49352,0.71641504,0.813816,6.0314784,1.664208,1.65936448,1.05156,0.195102752,0.999744,2.13508672,21.781008,25.289256,1.66502784,1.35636,11.957304,1.04488992
1/23/2006,0.758952,2.23985888,1.548384,0.73057344,0.737616,11.8872,0.088065248,9.26592,1.487424,0.71358336,0.813816,6.0597952,1.667256,1.54892896,1.042416,0.190005728,0.996696,2.10393824,21.774912,25.286208,1.6140576,1.344168,11.951208,1.01090976
1/24/2006,0.752856,2.3927696,1.551432,0.71358336,0.73152,11.2776,0.087215744,9.20496,1.484376,0.71358336,0.813816,5.946528,1.658112,1.52627552,1.042416,0.186607712,0.9906,2.0388096,21.765768,25.270968,1.53193888,1.32588,11.951208,1.00241472
1/25/2006,0.749808,2.39843296,1.551432,0.6937616,0.722376,11.5824,0.087498912,8.9916,1.47828,0.70792,0.810768,5.946528,1.655064,1.53760224,1.045464,0.182360192,0.987552,1.95669088,21.753576,25.25268,1.486632,1.316736,11.93292,0.91746432
1/26/2006,0.740664,2.3927696,1.551432,0.67110816,0.71628,11.2776,0.086932576,8.50392,1.466088,0.68243488,0.801624,5.9182112,1.652016,1.50928544,1.042416,0.175280992,0.981456,1.840592,21.73224,25.234392,1.39318656,1.2954,11.929872,0.89764256
1/27/2006,0.740664,2.16340352,1.548384,0.65411808,0.710184,11.91768,0.086204834,8.41248,1.46304,0.65978144,0.79248,5.7483104,1.639824,1.486632,1.042416,0.1699008,0.97536,1.72449312,21.710904,25.210008,1.3733648,1.292352,11.929872,0.90047424
1/28/2006,0.73152,1.99067104,1.545336,0.637128,0.704088,10.63752,0.085233568,8.29056,1.456944,0.63429632,0.783336,5.5500928,1.621536,1.49229536,1.042416,0.164803776,0.972312,1.67352288,21.70176,25.200864,1.30823616,1.277112,11.929872,0.88914752
1/29/2006,0.722376,1.8830672,1.542288,0.62580128,0.697992,10.42416,0.0849504,8.01624,1.450848,0.61447456,0.77724,5.5500928,1.621536,1.4724736,1.039368,0.162538432,0.969264,1.63104768,21.692616,25.188672,1.26576096,1.267968,11.926824,0.87215744
1/30/2006,0.719328,2.2228688,1.548384,0.6229696,0.697992,10.33272,0.084667232,7.83336,1.444752,0.61730624,0.77724,5.4085088,1.609344,1.4441568,1.042416,0.175280992,0.984504,1.62255264,21.692616,25.185624,1.26859264,1.271016,11.93292,0.89481088
1/31/2006,0.713232,2.39843296,1.551432,0.6229696,0.697992,10.33272,0.084667232,7.74192,1.441704,0.62580128,0.780288,5.3518752,1.603248,1.42150336,1.039368,0.179245344,0.987552,1.61972096,21.692616,25.188672,1.3025728,1.283208,11.939016,0.92312768
2/1/2006,0.707136,2.40409632,1.551432,0.61730624,0.694944,10.2108,0.084384064,7.7724,1.441704,0.6088112,0.774192,4.8988064,1.563624,1.1893056,1.014984,0.1699008,0.978408,1.59706752,21.68652,25.185624,1.26859264,1.271016,11.929872,0.88631584
2/2/2006,0.691896,2.35878944,1.551432,0.6088112,0.691896,10.08888,0.084100896,7.58952,1.435608,0.59182112,0.768096,4.9837568,1.56972,0.991088,0.996696,0.166219616,0.972312,1.56591904,21.680424,25.170384,1.18647392,1.246632,11.929872,0.88065248
2/3/2006,0.691896,2.46922496,1.551432,0.60597952,0.691896,11.30808,0.086649408,7.7724,1.441704,0.61447456,0.77724,5.8332608,1.639824,1.33372128,1.033272,0.42192032,1.139952,1.83209696,21.726144,25.200864,1.52627552,1.338072,11.957304,1.03073152
2/4/2006,0.972312,8.1835552,1.612392,3.7095008,1.243584,37.1856,0.12600976,27.09672,1.840992,3.8510848,1.2954,18.4342368,2.429256,4.530688,1.453896,1.74997824,1.703832,4.389104,22.104096,25.520904,3.4546496,1.712976,12.16152,2.3927696
2/5/2006,1.633728,15.4609728,1.670304,6.8526656,1.694688,77.1144,0.173298816,43.5864,2.11836,11.8364224,2.08788,24.1259136,2.734056,4.2758368,1.420368,1.44132512,1.618488,5.238608,22.20468,25.66416,4.3324704,1.795272,12.216384,2.81468992
2/6/2006,1.807464,15.149488,1.667256,5.6916768,1.545336,71.3232,0.167635456,38.7096,2.051304,11.4966208,2.036064,18.6607712,2.444496,3.2281152,1.267968,1.1185136,1.517904,5.5784096,22.247352,25.734264,4.5873216,1.81356,12.16152,2.36162112
2/7/2006,1.655064,12.8275104,1.652016,5.0120736,1.46304,59.1312,0.155176064,35.6616,2.005584,10.901968,1.984248,15.9140416,2.298192,2.8033632,1.200912,0.9486128,1.453896,6.1164288,22.305264,25.789128,4.5023712,1.807464,12.143232,2.21720544
2/8/2006,1.50876,10.7887008,1.636776,4.0776192,1.335024,53.34,0.148946368,31.6992,1.947672,10.8453344,1.9812,15.2344384,2.261616,2.7750464,1.200912,0.76738528,1.377696,6.3146464,22.3266,25.80132,4.4174208,1.804416,12.103608,1.93403744
2/9/2006,1.438656,8.6932576,1.618488,3.5112832,1.255776,44.8056,0.139035488,27.82824,1.883664,10.2506816,1.926336,14.6681024,2.231136,2.68443264,1.185672,0.65694976,1.322832,6.2580128,22.320504,25.798272,3.9360352,1.761744,12.094464,1.8689088
2/10/2006,1.380744,7.4473184,1.606296,3.2281152,1.216152,36.8808,0.129124608,23.7744,1.81356,9.3162272,1.840992,13.9884992,2.191512,2.6334624,1.176528,0.6088112,1.298448,6.0314784,22.29612,25.758648,2.68726432,1.612392,12.076176,1.73865152
2/11/2006,1.319784,6.37128,1.597152,3.0298976,1.18872,32.3088,0.122894912,21.09216,1.761744,8.0136544,1.731264,13.0823616,2.139696,2.6617792,1.179576,0.60031616,1.292352,4.8421728,22.162008,25.624536,2.3927696,1.557528,12.051792,1.58007744
2/12/2006,1.267968,5.8898944,1.591056,3.0582144,1.194816,30.48,0.1203464,19.87296,1.740408,7.1358336,1.655064,12.2611744,2.093976,2.7184128,1.18872,0.70225664,1.344168,3.9077184,22.046184,25.545288,2.38993792,1.557528,12.048744,1.56025568
2/13/2006,1.222248,5.4368256,1.588008,2.973264,1.182624,29.16936,0.118364224,18.92808,1.719072,6.4562304,1.594104,10.760384,1.999488,2.48338336,1.155192,0.64279136,1.313688,3.5112832,21.99132,25.508712,2.28799744,1.536192,12.033504,1.46681024
2/14/2006,1.155192,5.2952416,1.58496,2.82601664,1.164336,29.04744,0.118081056,19.05,1.72212,5.7199936,1.524,9.5144448,1.917192,2.2936608,1.130808,0.57483104,1.28016,3.256432,21.957792,25.475184,2.18888864,1.514856,12.021312,1.39601824
2/15/2006,1.09728,5.238608,1.58496,2.67310592,1.139952,25.35936,0.112417696,19.53768,1.731264,5.1819744,1.466088,9.344544,1.908048,2.3786112,1.143,0.52952416,1.255776,3.0298976,21.927312,25.444704,2.0954432,1.49352,12.012168,1.345048
2/16/2006,1.063752,4.95544,1.581912,2.42958144,1.100328,25.11552,0.112134528,18.22704,1.70688,4.7005888,1.411224,9.20296,1.901952,2.2370272,1.124712,0.48988064,1.231392,2.8883136,21.905976,25.426416,2.052968,1.484376,12.003024,1.28558272
2/17/2006,1.039368,4.8988064,1.581912,2.19172032,1.057656,24.78024,0.111568192,17.00784,1.679448,4.3324704,1.3716,8.353456,1.840992,1.6140576,1.060704,0.4530688,1.210056,2.76655136,21.890736,25.411176,1.9963344,1.469136,11.996928,1.25160256
2/18/2006,0.996696,4.672272,1.578864,1.99067104,1.02108,22.4028,0.10760384,16.002,1.658112,3.9926688,1.331976,7.5322688,1.78308,1.4724736,1.048512,0.41625696,1.185672,2.6617792,21.875496,25.398984,1.93120576,1.453896,11.987784,1.19780064
2/19/2006,0.957072,4.24752,1.575816,1.8264336,0.9906,20.84832,0.105055328,14.90472,1.633728,3.6245504,1.286256,6.937616,1.73736,1.3875232,1.042416,0.37944512,1.161288,2.58249216,21.863304,25.383744,1.88589888,1.441704,11.97864,1.1468304
2/20/2006,0.917448,3.8794016,1.572768,1.6848496,0.963168,20.54352,0.104488992,13.99032,1.612392,3.3130656,1.246632,6.6261312,1.712976,1.3308896,1.03632,0.35679168,1.146048,2.51170016,21.851112,25.3746,1.85191872,1.43256,11.975592,1.11568192
2/21/2006,0.893064,3.7378176,1.572768,1.56025568,0.938784,18.65376,0.101374144,13.62456,1.603248,3.0865312,1.216152,6.4279136,1.700784,1.274256,1.030224,0.33130656,1.12776,2.44090816,21.83892,25.35936,1.83492864,1.429512,11.969496,1.09302848
2/22/2006,0.874776,3.5396,1.56972,1.44698848,0.9144,18.22704,0.10052464,13.35024,1.597152,2.8883136,1.18872,6.1447456,1.679448,1.2176224,1.027176,0.30582144,1.109472,2.406928,21.835872,25.3746,2.12659168,1.502664,11.972544,1.11001856
2/23/2006,0.85344,3.4546496,1.566672,1.33938464,0.893064,16.79448,0.097976128,12.8016,1.581912,2.67027424,1.155192,6.0314784,1.673352,1.1893056,1.02108,0.28883136,1.09728,2.60797728,21.8694,25.398984,1.99067104,1.469136,11.957304,1.0194048
2/24/2006,0.8382,3.256432,1.566672,1.24877088,0.871728,16.42872,0.097126624,12.37488,1.572768,2.4635616,1.124712,6.0597952,1.6764,1.2176224,1.024128,0.2760888,1.085088,2.50320512,21.85416,25.371552,1.91421568,1.4478,11.945112,0.96843456
2/25/2006,0.835152,2.9449472,1.560576,1.19213728,0.862584,15.97152,0.09627712,11.94816,1.560576,2.29649248,1.09728,6.3995968,1.70688,1.4724736,1.05156,0.2760888,1.085088,2.41542304,21.83892,25.350216,1.699008,1.392936,11.945112,0.96843456
2/26/2006,0.850392,2.8599968,1.560576,1.18364224,0.862584,15.11808,0.09486128,11.76528,1.55448,2.29932416,1.103376,6.4562304,1.716024,1.50362208,1.054608,0.2973264,1.100328,2.31914592,21.82368,25.331928,1.75847328,1.408176,11.94816,0.98259296
2/27/2006,0.865632,2.9166304,1.560576,1.2600976,0.886968,16.85544,0.097976128,11.52144,1.548384,2.35878944,1.118616,6.4562304,1.716024,1.53477056,1.054608,0.30015808,1.106424,2.35312608,21.829776,25.350216,1.77546336,1.414272,11.954256,1.01657312
2/28/2006,0.859536,3.0865312,1.563624,1.22045408,0.877824,15.8496,0.09627712,11.15568,1.53924,2.29932416,1.109472,6.088112,1.688592,1.3308896,1.03632,0.271274944,1.085088,2.27667072,21.820632,25.331928,1.69617632,1.392936,11.951208,0.98825632
3/1/2006,0.841248,3.0298976,1.563624,1.13550368,0.859536,14.96568,0.094294944,10.85088,1.530096,2.17473024,1.091184,5.6350432,1.652016,1.20063232,1.024128,0.25201952,1.0668,2.1662352,21.802344,25.319736,1.65370112,1.380744,11.942064,0.94294944
3/2/2006,0.813816,2.62213568,1.557528,1.02789984,0.832104,14.84376,0.094294944,10.60704,1.524,2.01615616,1.063752,5.3518752,1.627632,1.11001856,1.014984,0.233896768,1.05156,2.08694816,21.787104,25.304496,1.74431488,1.40208,11.93292,0.90047424
3/3/2006,0.79248,2.59948224,1.557528,0.94578112,0.813816,15.27048,0.095144448,10.30224,1.517904,1.88023552,1.042416,5.097024,1.606296,1.04488992,1.00584,0.218322528,1.039368,2.23136384,21.811488,25.386792,3.1997984,1.688592,11.926824,0.8636624
3/4/2006,0.774192,2.61080896,1.557528,0.8778208,0.795528,14.66088,0.093728608,10.08888,1.511808,1.74431488,1.014984,5.3518752,1.633728,0.991088,0.999744,0.20388096,1.024128,3.256432,21.966936,25.545288,3.4263328,1.716024,11.91768,0.82401888
3/5/2006,0.768096,2.3502944,1.55448,0.81269216,0.77724,13.53312,0.091463264,9.63168,1.499616,1.61688928,0.9906,6.2013792,1.709928,0.94011776,0.993648,0.189156224,1.008888,3.7944512,22.040088,25.600152,3.4263328,1.712976,11.911584,0.78720704
3/6/2006,0.79248,2.30215584,1.551432,0.75322688,0.762,12.61872,0.089764256,9.32688,1.490472,1.49795872,0.969264,6.5411808,1.740408,0.8778208,0.984504,0.174997824,0.996696,3.9926688,22.06752,25.61844,2.6617792,1.58496,11.90244,0.75605856
3/7/2006,0.801624,2.2936608,1.551432,0.71075168,0.749808,12.22248,0.088914752,9.32688,1.487424,1.39884992,0.947928,6.6261312,1.749552,0.8778208,0.984504,0.165370112,0.987552,3.4829664,22.003512,25.46604,1.20912736,1.252728,11.899392,0.7362368
3/8/2006,0.801624,2.24269056,1.551432,0.66261312,0.737616,13.04544,0.09061376,9.08304,1.481328,1.27708768,0.920496,5.521776,1.658112,0.8211872,0.981456,0.155459232,0.978408,1.86607712,21.750528,25.2222,1.01374144,1.191768,11.890248,0.69942496
3/9/2006,0.768096,2.21437376,1.551432,0.62013792,0.725424,11.61288,0.087498912,8.96112,1.47828,1.1609888,0.896112,4.105936,1.527048,0.849504,0.984504,0.148380032,0.969264,1.36486976,21.65604,25.149048,0.92595936,1.164336,11.8872,0.6796032
3/10/2006,0.707136,2.14075008,1.551432,0.58615776,0.71628,11.24712,0.086649408,9.11352,1.481328,1.05338496,0.86868,3.7661344,1.49352,0.9061376,0.993648,0.14299984,0.963168,1.19780064,21.622512,25.112472,0.87498912,1.146048,11.881104,0.65694976
3/11/2006,0.676656,2.09827488,1.548384,0.54934592,0.704088,11.00328,0.086083072,9.05256,1.481328,0.97126624,0.847344,3.6245504,1.481328,0.9627712,0.999744,0.137053312,0.957072,1.07887008,21.598128,25.088088,0.84384064,1.133856,11.875008,0.63429632
3/12/2006,0.661416,1.8264336,1.548384,0.52669248,0.697992,11.18616,0.086649408,8.86968,1.475232,0.90047424,0.829056,3.4263328,1.46304,0.9061376,0.993648,0.13167312,0.950976,0.99391968,21.57984,25.066752,0.81269216,1.121664,11.868912,0.60031616
3/13/2006,0.649224,1.75280992,1.548384,0.50120736,0.691896,10.75944,0.085516736,8.59536,1.466088,0.84384064,0.813816,3.1997984,1.441704,0.7928704,0.981456,0.126859264,0.94488,0.94011776,21.5646,25.051512,0.76738528,1.109472,11.862816,0.5804944
3/14/2006,0.637032,1.80944352,1.548384,0.48421728,0.688848,10.48512,0.0849504,8.77824,1.472184,0.79853376,0.804672,3.0865312,1.429512,0.7928704,0.978408,0.123461248,0.941832,0.8778208,21.54936,25.030176,0.74190016,1.100328,11.859768,0.566336
3/15/2006,0.621792,1.74714656,1.548384,0.46156384,0.682752,10.11936,0.084100896,8.59536,1.466088,0.75605856,0.79248,2.9449472,1.414272,0.7362368,0.969264,0.117231552,0.932688,0.7928704,21.528024,25.00884,0.68809824,1.078992,11.835384,0.4672272
3/16/2006,0.612648,1.63954272,1.545336,0.43324704,0.673608,9.47928,0.082685056,8.382,1.459992,0.69659328,0.77724,2.65894752,1.383792,0.5946528,0.950976,0.112700864,0.926592,0.69092992,21.50364,24.969216,0.61730624,1.054608,11.838432,0.47855392
3/17/2006,0.597408,1.78112672,1.548384,0.4105936,0.667512,9.32688,0.08211872,8.26008,1.456944,0.64845472,0.762,2.45223488,1.359408,0.5380192,0.94488,0.109586016,0.920496,0.5804944,21.476208,24.944832,0.6229696,1.054608,11.838432,0.47855392
3/18/2006,0.582168,1.74714656,1.548384,0.3822768,0.658368,9.144,0.081835552,8.2296,1.456944,0.6088112,0.749808,2.28233408,1.34112,0.5380192,0.941832,0.104205824,0.9144,0.54085088,21.464016,24.93264,0.61447456,1.05156,11.835384,0.47572224
3/19/2006,0.569976,1.71599808,1.545336,0.35396,0.649224,8.77824,0.080986048,8.16864,1.453896,0.56916768,0.737616,2.12659168,1.322832,0.5097024,0.935736,0.099675136,0.908304,0.50120736,21.451824,24.920448,0.59748448,1.045464,11.832336,0.45873216
3/20/2006,0.554736,1.53760224,1.542288,0.32847488,0.64008,8.47344,0.080136544,7.9248,1.444752,0.52952416,0.725424,2.01898784,1.31064,0.4530688,0.926592,0.094011776,0.902208,0.47289056,21.445728,24.905208,0.57199936,1.03632,11.829288,0.45023712
3/21/2006,0.545592,1.2884144,1.53924,0.30582144,0.627888,8.0772,0.079003872,7.9248,1.4478,0.49837568,0.71628,1.93686912,1.301496,0.424752,0.923544,0.09061376,0.896112,0.44740544,21.436584,24.893016,0.5521776,1.030224,11.823192,0.43041536
3/22/2006,0.5334,1.26576096,1.53924,0.28599968,0.621792,7.98576,0.079003872,7.83336,1.444752,0.47855392,0.710184,1.84625536,1.289304,0.424752,0.923544,0.088348416,0.893064,0.39360352,21.421344,24.874728,0.5380192,1.024128,11.820144,0.41908864
3/23/2006,0.536448,1.69051296,1.545336,0.2973264,0.630936,8.86968,0.080986048,8.8392,1.472184,0.4530688,0.70104,1.83776032,1.292352,0.424752,0.923544,0.097409792,0.905256,0.3964352,21.421344,24.862536,0.5238608,1.018032,11.811,0.38794016
3/24/2006,0.56388,2.30498752,1.55448,0.46156384,0.713232,15.02664,0.094578112,19.05,1.72212,0.51253408,0.73152,2.3502944,1.362456,0.61164288,0.954024,0.115249376,0.932688,0.43041536,21.433536,24.85644,0.5380192,1.024128,11.823192,0.424752
