Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
5/31/2010,101582.626,101580.653,101560.7887,101528.1224,101575.5485,101575.3053,101546.2471,101494.6729,101564.9102,101561.3958,101552.1152,101518.6875,101553.0488,101522.4492,101487.1549,101480.0589,101511.9857,101473.2308,101445.2367,101430.7393,101442.9232,101426.762,101345.2653,101341.7422,101338.1979,101315.6188,101300.7666,101291.693,101340.2998,101203.2471,101167.4092,101197.0573,101370.6501,101206.1748,101132.7106,101124.807
6/1/2010,101618.3551,101614.9663,101593.5202,101559.0472,101606.6587,101605.9098,101578.6673,101526.7848,101595.3917,101594.679,101589.7127,101555.5795,101582.608,101556.555,101527.3665,101521.7525,101547.1303,101508.3327,101485.1151,101474.3388,101484.5075,101464.2844,101386.2269,101385.2784,101383.805,101355.8395,101342.5703,101337.3707,101383.9688,101244.021,101208.9975,101243.7624,101410.3356,101245.7855,101172.7188,101172.0376
6/2/2010,101402.3697,101403.7303,101386.3289,101354.3376,101390.1283,101396.4786,101374.5308,101322.5757,101380.4149,101385.0843,101383.882,101349.8935,101371.8121,101348.9153,101320.5826,101314.4211,101329.5107,101290.2307,101271.1032,101268.4675,101252.5115,101227.8516,101159.8828,101170.6686,101143.0341,101109.5909,101102.2804,101100.4063,101141.2146,100998.3018,100961.8413,100991.7595,101163.5592,100998.8684,100925.8051,100919.676
6/3/2010,101253.7035,101253.2928,101234.2775,101201.128,101243.016,101245.6488,101219.7385,101166.5138,101225.9922,101227.0729,101223.8571,101189.5778,101206.4542,101181.8144,101154.8229,101151.4788,101167.8051,101125.0781,101107.3627,101104.3728,101101.4877,101069.4074,101000.5432,101008.9018,100999.9825,100960.0365,100949.8025,100945.138,101001.3136,100855.6544,100817.2898,100843.6961,101023.744,100858.9751,100783.1455,100769.5019
6/4/2010,101450.0884,101449.3963,101429.256,101396.1449,101440.2898,101439.3729,101410.8416,101357.239,101422.1804,101420.5959,101415.8643,101378.7031,101398.5966,101373.6491,101346.7496,101341.4315,101348.2088,101315.196,101298.353,101296.6243,101277.2109,101257.6555,101190.0199,101199.5387,101176.0323,101145.3381,101136.5682,101130.6328,101180.4506,101039.9364,101002.5018,101025.7386,101209.3977,101043.6442,100967.0827,100949.9862
6/5/2010,101607.2829,101605.3187,101587.5671,101559.7559,101600.249,101600.8053,101576.0062,101528.1296,101590.8483,101592.4525,101590.9382,101557.8145,101578.1234,101556.0492,101531.4072,101526.5361,101539.6084,101502.625,101485.042,101481.4854,101471.0902,101449.9684,101380.3958,101386.7422,101367.6208,101340.2113,101329.5924,101321.4303,101372.6966,101234.6641,101197.3275,101219.3151,101403.3906,101239.248,101164.6631,101149.2344
6/6/2010,101610.4552,101610.6131,101592.177,101559.5099,101598.4283,101602.999,101579.694,101528.2942,101589.3889,101592.3567,101589.4851,101556.1766,101581.2819,101557.0075,101527.4331,101520.8709,101542.1281,101505.2721,101482.6984,101474.305,101473.5204,101453.8699,101379.3699,101381.2283,101370.0061,101338.8539,101324.6953,101316.0455,101363.911,101222.0543,101183.4202,101209.7368,101383.3315,101219.0068,101145.089,101134.0486
6/7/2010,101508.5609,101506.041,101483.7604,101446.1071,101499.7165,101498.5186,101467.166,101409.4372,101484.3883,101479.1771,101468.2318,101429.6257,101467.5264,101435.0316,101398.6943,101388.9342,101425.4557,101380.1338,101353.8708,101342.9036,101353.348,101325.6113,101249.0563,101250.028,101245.6787,101212.1644,101197.028,101186.1077,101243.7731,101101.2614,101061.3307,101083.0993,101265.9297,101100.1673,101024.0365,101004.957
6/8/2010,101535.6286,101525.1947,101499.248,101463.9632,101529.7207,101519.3424,101488.6953,101437.6559,101520.7562,101518.2282,101517.3369,101480.4961,101502.707,101483.0195,101465.0394,101459.5273,101468.3249,101432.8493,101419.8405,101418.6628,101414.1426,101387.2969,101319.0023,101324.7633,101322.3613,101281.8945,101268.6644,101261.4941,101319.6012,101173.2201,101133.5749,101159.0973,101338.18,101175.2484,101100.6563,101091.541
6/9/2010,101739.6139,101733.2311,101710.7741,101675.1546,101736.3294,101733.8193,101704.8662,101648.5195,101725.904,101724.8695,101721.5534,101683.1497,101710.4443,101686.5081,101661.4883,101655.5036,101681.1364,101640.7194,101620.2174,101610.5996,101632.4834,101601.971,101524.1097,101523.6032,101547.6569,101507.5879,101493.9753,101489.8125,101557.9922,101412.3158,101376.5309,101411.2663,101588.71,101424.1351,101349.5895,101341.7295
6/10/2010,101688.1151,101687.8162,101666.3516,101629.6926,101683.8777,101684.3682,101660.0673,101606.6233,101680.2456,101684.3081,101686.5938,101650.2052,101672.1797,101654.2147,101634.2762,101628.9205,101642.6546,101608.7028,101591.5971,101585.429,101589.2272,101568.4202,101493.9772,101495.2157,101500.4226,101470.8471,101457.5791,101448.4939,101513.4647,101373.7755,101336.9531,101361.6376,101550.8006,101386.1596,101312.1875,101296.1209
6/11/2010,101736.0526,101725.1437,101696.1416,101653.0516,101730.268,101719.4419,101683.1885,101624.4005,101712.7809,101704.7113,101696.198,101657.8937,101686.6518,101658.3499,101631.8193,101627.0914,101654.2086,101614.1729,101592.7809,101581.0482,101605.4759,101580.8801,101500.6661,101494.4888,101513.8621,101479.9932,101460.4762,101448.606,101511.8944,101368.465,101329.3441,101357.2449,101534.0618,101369.3791,101295.6413,101286.8298
6/12/2010,101847.3353,101836.0214,101806.8529,101763.2986,101842.4297,101832.1909,101797.0214,101737.1946,101828.6114,101821.8927,101814.7452,101774.6936,101806.8237,101780.0132,101753.8624,101747.5584,101768.0024,101725.9249,101707.911,101703.6022,101708.303,101674.7306,101603.8166,101611.7048,101617.7293,101579.8516,101571.9949,101568.9514,101639.5115,101497.3961,101462.2813,101489.3471,101680.909,101517.2143,101442.1997,101427.554
6/13/2010,101747.8531,101746.5387,101723.4719,101682.5676,101740.5645,101740.8504,101711.5703,101651.4777,101726.0379,101724.5457,101718.8816,101679.559,101708.3066,101681.3617,101652.3695,101645.9023,101677.8809,101637.0145,101613.1195,101599.7273,101626.3074,101601.1309,101519.718,101513.0777,101533.9637,101498.8391,101478.8879,101466.4469,101531.5203,101387.4484,101347.7477,101374.6785,101552.777,101389.3895,101316.1563,101307.7438
6/14/2010,101613.0686,101606.0183,101582.5149,101546.6162,101607.9854,101602.6063,101569.2432,101512.7293,101596.6685,101589.2904,101577.4229,101537.7782,101582.4997,101549.5656,101513.4684,101502.5649,101542.4691,101496.0455,101469.177,101457.3777,101470.6634,101442.5999,101365.1834,101364.502,101362.3203,101329.6855,101312.5863,101298.0384,101360.7466,101218.9372,101177.4164,101193.9304,101383.4256,101218.106,101139.0234,101118.8186
6/15/2010,101664.3158,101647.3051,101617.308,101582.6804,101654.6079,101633.0971,101590.5487,101544.3385,101639.2879,101620.9576,101601.9624,101569.8624,101615.8039,101577.6786,101540.1842,101532.0197,101570.5491,101525.1116,101497.381,101484.0219,101502.5781,101475.1656,101395.9639,101393.1804,101398.1525,101364.6618,101346.3315,101331.609,101396.2418,101254.1429,101212.7913,101230.8798,101418.2377,101253.2299,101176.176,101155.3523
6/16/2010,101793.8647,101779.3594,101749.2077,101704.5575,101787.2816,101776.2159,101736.6023,101672.6974,101773.2741,101760.0852,101742.3519,101698.6175,101756.369,101717.7393,101676.544,101662.6697,101718.1193,101668.9954,101636.555,101617.8146,101652.962,101623.6151,101538.8395,101529.4464,101549.8061,101515.8327,101491.4979,101468.9173,101547.7124,101405.4851,101360.6374,101370.0355,101569.3136,101404.3562,101326.9347,101300.2305
6/17/2010,101772.6009,101761.1925,101733.3413,101691.913,101769.1829,101758.5305,101718.8679,101656.3999,101750.2603,101737.4538,101721.494,101678.3413,101724.8335,101688.196,101650.8892,101640.2077,101682.1523,101633.5195,101606.9503,101595.0692,101614.7234,101581.6651,101503.6914,101503.0391,101509.5838,101470.4705,101453.2813,101441.451,101505.7401,101359.7045,101318.3281,101340.0142,101523.9325,101357.9727,101283.3125,101264.2795
6/18/2010,101775.0825,101758.6328,101733.5567,101703.2347,101764.4637,101751.9959,101714.8665,101662.5112,101749.248,101736.8655,101720.8852,101681.3268,101730.7395,101694.1206,101655.3013,101643.5961,101684.8784,101635.6916,101608.5431,101598.302,101608.3811,101575.1875,101499.7038,101504.4888,101499.6349,101464.4147,101453.1739,101446.0112,101507.2568,101364.7357,101326.7418,101350.2497,101537.1872,101372.1284,101294.0421,101273.2979
6/19/2010,101793.2076,101791.2471,101770.9465,101737.1748,101786.1608,101785.669,101755.5107,101700.7887,101774.2467,101769.6501,101759.0008,101721.6065,101761.463,101729.1361,101692.1756,101682.6003,101720.0715,101673.9034,101646.8363,101635.6324,101647.213,101617.5099,101540.7504,101543.2714,101541.1246,101506.3232,101493.6686,101486.5173,101544.2262,101401.4441,101363.6032,101389.9363,101570.2973,101406.1394,101333.0518,101320.0025
6/20/2010,101723.8113,101722.1695,101698.777,101661.6789,101716.4711,101710.7762,101676.5988,101622.4676,101702.948,101694.1816,101680.7098,101643.5566,101685.8215,101651.3543,101613.7395,101604.559,101642.5922,101598.1824,101570.1355,101556.9145,101571.3527,101546.293,101466.9855,101466.3309,101464.6258,101433.9801,101419.9047,101412.3035,101464.4676,101323.327,101286.2375,101315.4445,101489.3438,101323.9973,101251.591,101243.15
6/21/2010,101657.3956,101651.8349,101632.3143,101605.5451,101649.7109,101645.5795,101618.9141,101575.4009,101641.9645,101641.1893,101638.5529,101608.9233,101629.8828,101607.0067,101582.4737,101578.3445,101593.2607,101554.119,101536.2148,101532.18,101526.7717,101502.1584,101431.5824,101437.3107,101424.337,101393.1499,101381.4911,101372.9261,101428.6076,101287.701,101249.3398,101271.3129,101457.2156,101292.3846,101217.0597,101201.3548
6/22/2010,101831.7288,101832.2831,101812.939,101779.6522,101827.2805,101829.1938,101807.5699,101757.449,101816.3847,101824.3099,101833.0536,101801.0882,101797.0164,101786.2232,101776.5268,101779.1362,101761.1458,101730.5484,101726.4356,101735.045,101701.24,101677.7894,101619.3672,101637.1053,101604.936,101569.6585,101568.3274,101575.4289,101607.9892,101464.7225,101432.702,101473.5729,101633.9055,101472.0844,101401.8043,101406.487
6/23/2010,101833.9267,101824.2381,101800.9468,101768.8999,101835.2236,101827.6912,101799.6086,101753.2894,101834.2199,101833.7679,101834.1644,101804.2347,101825.2697,101806.6302,101787.9862,101785.5778,101793.734,101761.0703,101745.0383,101739.9494,101735.8199,101720.3259,101647.3597,101649.6607,101638.6931,101614.7444,101603.8516,101599.8274,101642.1269,101504.9483,101471.2102,101505.6488,101672.9446,101510.7571,101438.4974,101439.8073
6/24/2010,101770.5153,101771.6073,101752.6705,101716.2894,101765.9317,101772.8747,101752.0336,101696.5065,101763.3784,101770.7551,101773.6515,101738.1512,101760.5469,101742.0757,101719.2758,101713.7945,101734.749,101699.4154,101678.6889,101668.4857,101679.9973,101662.2565,101583.8251,101580.7738,101586.2568,101559.8308,101544.6124,101536.1151,101590.3546,101451.6644,101415.7911,101446.4575,101620.8291,101456.5319,101383.2561,101381.2388
6/25/2010,101629.3501,101625.8746,101606.9632,101579.24,101625.9375,101623.5889,101598.9621,101554.6961,101620.3906,101622.7314,101624.4327,101594.9617,101608.577,101590.5882,101572.0156,101570.4505,101579.567,101547.5246,101531.064,101524.2626,101530.1224,101512.2682,101437.0246,101436.7872,101442.1492,101413.1403,101400.4654,101396.3709,101447.4546,101307.8278,101273.8229,101309.9963,101477.891,101314.6034,101243.6172,101241.7764
6/26/2010,101555.2352,101549.9875,101534.0109,101514.0715,101544.6066,101543.6488,101523.825,101488.3695,101540.0453,101546.2664,101551.9777,101528.6012,101531.4629,101517.4984,101502.6305,101504.1887,101502.9191,101474.1203,101460.5879,101456.7488,101446.7941,101437.6328,101365.5391,101367.1371,101347.9383,101329.3016,101318.5379,101315.7211,101345.6188,101210.9055,101178.5844,101217.2539,101373.3656,101211.6258,101143.8367,101147.1566
6/27/2010,101412.0676,101413.4949,101393.8152,101357.9032,101403.7548,101407.8641,101383.4484,101329.0557,101400.4528,101402.2694,101397.661,101361.0438,101398.893,101372.7476,101339.9314,101329.8505,101359.0177,101318.6406,101293.6491,101284.6447,101284.3142,101260.7993,101186.5132,101191.0968,101176.8274,101142.4015,101131.4793,101128.605,101169.6063,101026.1328,100989.6474,101023.4283,101186.5279,101023.2435,100952.7857,100949.2062
6/28/2010,101345.0337,101345.021,101325.6353,101291.0547,101345.2652,101347.7475,101323.0703,101269.3618,101341.5485,101344.4354,101344.0292,101308.8072,101334.1957,101313.2845,101288.683,101282.0387,101294.6665,101257.1032,101240.0099,101238.412,101224.6188,101198.1604,101131.1073,101141.6003,101122.6246,101084.5222,101076.0584,101073.3799,101121.1579,100976.4836,100939.0107,100967.4326,101141.6698,100977.868,100902.3647,100893.5547
6/29/2010,101444.2664,101447.5285,101429.4309,101394.4637,101436.3641,101442.8203,101419.1125,101364.3734,101432.4301,101434.5984,101429.1504,101392.716,101431.5492,101403.9566,101369.2574,101359.275,101398.3566,101357.0465,101328.0277,101312.5121,101331.2582,101310.9723,101229.0992,101224.7617,101228.3914,101201.4742,101185.5656,101176.2203,101228.8855,101090.4031,101053.857,101083.2086,101255.6668,101092.875,101019.682,101014.1645
6/30/2010,101667.3723,101666.9313,101646.0191,101608.1891,101655.4723,101659.2984,101634.7293,101577.8777,101643.0547,101646.2082,101644.6754,101607.7145,101629.7465,101606.8938,101580.525,101575.4055,101593.0117,101555.4512,101535.818,101529.4711,101528.3852,101506.6188,101433.5574,101436.875,101427.1418,101396.1855,101383.9449,101377.7051,101426.2332,101285.0191,101248.0805,101277.0773,101450.2488,101286.9156,101216.1934,101209.7359
7/1/2010,101808.865,101805.0383,101786.3787,101758.4033,101802.5212,101801.3832,101775.1421,101728.5993,101796.183,101795.6693,101791.3612,101759.9342,101787.6231,101762.5324,101734.199,101728.2872,101756.6629,101719.6421,101694.8609,101680.8932,101701.7094,101683.0153,101600.9661,101593.8873,101608.0852,101579.1116,101559.4271,101545.6105,101607.9185,101467.3069,101428.173,101452.9208,101633.5722,101468.8884,101395.5175,101382.8575
7/2/2010,101745.4117,101737.4238,101716.2926,101682.6688,101746.7348,101745.0164,101714.1363,101656.4156,101736.6516,101732.8633,101724.8816,101686.0742,101722.7266,101693.6684,101661.5527,101652.9773,101685.152,101642.0742,101617.6336,101607.1523,101623.3496,101592.5625,101515.1098,101516.4328,101526.9086,101485.1488,101471.3035,101466.7055,101526.057,101377.9836,101340.1527,101373.2969,101546.1156,101379.9949,101306.6301,101303.652
7/3/2010,101589.0438,101579.2242,101554.7395,101521.1137,101582.7363,101573.8117,101541.2195,101490.5688,101573.2578,101567.125,101559.2152,101523.9641,101558.2379,101530.2762,101501.2352,101494.5633,101523.0211,101483.9559,101460.1461,101447.9922,101467.1016,101443.4398,101363.2094,101359.3535,101373.093,101337.7988,101320.2191,101310.6316,101370.7109,101225.7871,101187.0484,101216.7699,101392.0648,101228.6074,101158.7555,101154.6164
7/4/2010,101637.5313,101633.788,101612.924,101579.7745,101631.1179,101629.7848,101602.5156,101550.4709,101620.5483,101620.5835,101617.9293,101583.0984,101605.6932,101582.3896,101557.6033,101553.7063,101575.13,101540.158,101518.5135,101506.4922,101521.1715,101507.2788,101426.1307,101420.478,101425.7315,101405.9155,101390.244,101381.3086,101432.3924,101296.7223,101262.3612,101294.9961,101468.0774,101304.9425,101234.6566,101232.9389
7/5/2010,101619.035,101626.4989,101613.4911,101584.7217,101616.1417,101628.0543,101611.6246,101560.6421,101612.6246,101624.2318,101631.3776,101597.6514,101608.0056,101593.6864,101575.0446,101571.5599,101579.4624,101547.8713,101531.7734,101526.7653,101521.8371,101506.7511,101433.4003,101435.6983,101426.3702,101402.0126,101390.5,101384.7991,101432.1663,101294.1484,101259.3843,101290.7701,101465.1998,101300.1916,101226.4981,101222.7723
7/6/2010,101599.0874,101597.0188,101584.2116,101566.4059,101594.332,101598.9258,101585.2816,101549.3754,101596.6694,101610.8054,101625.6009,101601.0998,101594.1225,101589.5625,101583.9989,101586.8523,101570.6406,101548.56,101541.1563,101542.0732,101525.6452,101515.1804,101446.6531,101451.5639,101443.5174,101419.4119,101410.1527,101406.9006,101455.6733,101318.821,101285.896,101319.3782,101494.2994,101329.6165,101256.456,101249.8207
7/7/2010,101550.6471,101547.4647,101526.3689,101490.4844,101546.2449,101547.9803,101524.3421,101467.7833,101541.9113,101546.9592,101549.7829,101509.9963,101534.2452,101516.5764,101496.8519,101489.8947,101508.0727,101473.3967,101455.7262,101448.1593,101457.2412,101436.822,101360.9504,101360.0323,101368.464,101339.6416,101325.4942,101317.1016,101378.426,101239.4083,101203.4215,101231.5577,101413.0102,101249.6756,101175.91,101165.4042
7/8/2010,101518.5696,101510.9442,101490.8878,101463.4854,101513.2131,101509.6435,101483.9727,101438.1193,101514.9315,101515.0121,101512.1481,101478.4343,101515.1591,101491.9435,101464.5852,101455.1378,101481.9503,101443.5806,101420.6523,101411.2809,101416.7386,101394.9389,101318.6104,101320.4322,101317.2642,101287.2695,101275.4293,101270.2425,101321.994,101181.397,101145.8317,101177.3111,101351.6257,101187.0462,101113.6009,101105.3604
7/9/2010,101563.0273,101551.516,101525.5714,101486.7013,101558.5014,101550.7024,101514.1587,101454.6346,101540.5771,101530.7713,101517.3409,101478.2702,101517.3999,101483.2152,101447.608,101439.9411,101475.4986,101431.4602,101405.0685,101392.2276,101409.7443,101384.0923,101304.494,101302.5366,101306.1371,101274.2216,101258.8612,101250.5298,101304.9041,101162.7873,101125.2074,101154.7219,101328.3786,101163.7344,101090.5632,101082.592
7/10/2010,101637.4631,101626.0639,101601.8796,101569.0014,101634.0625,101623.1577,101582.6619,101526.1438,101618.1715,101601.6765,101579.3732,101537.8711,101599.1392,101555.4609,101508.3388,101492.8459,101554.5444,101501.9027,101466.3991,101446.7344,101479.1612,101448.919,101363.8494,101356.3473,101367.2411,101335.6999,101313.3469,101291.995,101366.0803,101224.7979,101180.6325,101190.1882,101389.5657,101222.805,101140.8846,101111.3164
