Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
3/30/2010,101515.493,101502.5656,101475.4934,101438.3094,101508.1656,101497.157,101459.0465,101402.118,101493.0609,101481.9258,101467.334,101427.9418,101472.934,101437.0293,101399.0773,101389.6063,101426.8848,101379.6211,101352.1969,101340.4867,101351.5895,101323.2059,101242.3102,101242.7246,101237.6371,101202.3098,101185.8938,101174.4688,101232.4855,101081.8301,101039.7488,101063.9734,101252.8063,101076.6781,100993.509,100972.9652
3/31/2010,101933.2528,101925.805,101900.2631,101861.8338,101925.9492,101919.6083,101887.5202,101830.6779,101913.9943,101910.706,101905.8477,101866.8366,101895.8704,101869.7752,101842.7212,101835.8263,101852.9893,101811.3612,101792.772,101789.3388,101779.5646,101753.674,101680.3349,101686.6484,101666.343,101631.0558,101617.0916,101606.1534,101660.3793,101508.7575,101465.6442,101486.5902,101680.4226,101504.9751,101423.2013,101404.9613
4/1/2010,102032.372,102026.5175,102002.4204,101962.6868,102028.8326,102027.6607,101997.952,101937.5167,102025.2999,102024.0629,102018.2232,101976.7779,102020.3315,101992.4799,101959.8966,101948.1425,101982.9814,101939.7422,101913.7467,101902.5227,101913.9483,101886.8664,101805.9565,101805.5086,101808.3951,101770.4903,101752.8549,101740.0599,101805.4903,101653.7928,101610.7359,101632.881,101826.9632,101653.2693,101574.6983,101556.5048
4/2/2010,101825.9428,101823.9105,101806.1648,101778.8263,101818.6158,101820.5966,101799.0955,101752.6214,101818.3072,101824.4528,101827.8246,101794.8597,101816.2148,101798.3139,101776.4094,101770.8888,101779.9222,101742.3477,101726.1222,101725.1381,101711.315,101683.8029,101613.9865,101625.5703,101608.1832,101565.896,101559.1087,101562.6683,101603.6094,101450.4393,101414.1811,101455.5497,101621.5355,101451.6133,101378.9918,101382.7496
4/3/2010,101819.9435,101816.0644,101795.3162,101762.8999,101813.3549,101812.2024,101784.9717,101733.2507,101804.5268,101805.0461,101802.6399,101767.7269,101791.9066,101768.2969,101742.4598,101737.4278,101756.3605,101719.7396,101698.7786,101689.9051,101691.641,101676.3073,101597.638,101597.6656,101586.2429,101564.9022,101552.7954,101547.5577,101589.6957,101449.7258,101415.1853,101450.7251,101622.8735,101454.3251,101380.8497,101378.9948
4/4/2010,102000.7126,101994.794,101976.6571,101951.8697,101995.7998,101993.8676,101969.0127,101924.6131,101989.7767,101992.213,101993.229,101962.6476,101978.7257,101959.178,101938.1513,101935.4437,101944.0711,101909.9794,101893.0415,101888.1139,101881.4507,101865.1394,101790.6365,101793.6871,101779.4626,101754.7484,101743.1826,101737.1036,101783.1258,101641.7915,101605.7516,101636.9141,101814.9383,101646.1246,101570.7155,101565.308
4/5/2010,102151.7039,102150.6842,102132.9905,102101.1982,102153.523,102158.0765,102133.0304,102078.0567,102150.1147,102153.0152,102151.0234,102114.8368,102144.8051,102120.7496,102092.266,102085.7052,102115.3734,102076.0769,102050.9556,102037.2401,102058.8178,102036.9305,101952.8018,101947.5987,101963.2862,101931.4211,101913.9659,101904.4774,101966.4971,101820.2389,101782.0757,101813.9959,101995.3766,101825.7007,101751.0707,101745.6201
4/6/2010,102052.8668,102056.366,102040.807,102009.2461,102054.9289,102063.7758,102041.8258,101986.8219,102053.3973,102059.475,102059.7078,102023.9539,102051.2324,102029.2117,102001.6324,101994.7387,102022.6035,101987.9953,101962.2262,101946.7184,101964.9871,101953.6516,101867.5184,101858.7461,101866.757,101846.7895,101828.1531,101815.7453,101870.1297,101730.7852,101693.8668,101724.1992,101903.7629,101734.532,101658.8184,101651.9625
4/7/2010,101770.5921,101768.5696,101749.7622,101719.9219,101763.3145,101764.2062,101739.9154,101690.9423,101754.017,101757.7442,101759.2799,101726.6332,101740.4066,101720.8916,101700.0771,101698.1135,101710.4484,101676.93,101658.6726,101650.1202,101653.7412,101641.8013,101562.8787,101560.0435,101553.2928,101535.0268,101521.0102,101513.4134,101557.2137,101419.6855,101385.142,101419.2072,101591.7497,101424.3122,101350.8444,101348.2846
4/8/2010,101538.4977,101535.9641,101515.523,101483.4043,101530.0539,101529.6758,101505.6402,101459.168,101520.8957,101525.0969,101528.1617,101500.2207,101506.4426,101489.1027,101470.7203,101471.4027,101467.2059,101433.0727,101421.1832,101423.3152,101397.2988,101377.9066,101312.243,101322.9629,101287.2188,101255.4598,101246.4508,101243.6242,101275.2617,101129.5063,101091.5598,101123.243,101290.0309,101122.9254,101050.3234,101047.4566
4/9/2010,101555.6016,101553.0921,101533.6885,101504.8893,101540.3802,101539.1891,101512.6201,101467.2578,101528.8643,101527.9987,101522.6152,101492.5186,101516.3001,101489.6338,101458.7887,101453.6846,101469.7074,101430.0996,101409.0645,101404.7054,101393.8424,101367.5824,101296.5124,101305.6618,101286.2705,101248.1683,101238.6159,101234.9746,101283.0026,101134.7816,101096.042,101124.9684,101302.9525,101133.7965,101057.0326,101042.3919
4/10/2010,102069.1701,102056.6839,102031.0344,101992.7415,102078.7699,102071.5898,102037.8377,101976.9645,102076.0476,102071.6982,102066.4631,102024.549,102065.3441,102039.5447,102013.2528,102003.9478,102040.3803,101999.3658,101974.7457,101959.38,101996.7362,101968.968,101882.0955,101871.8026,101911.2614,101870.7543,101846.6566,101830.0795,101912.5483,101761.0028,101717.9098,101741.8746,101936.5053,101767.7067,101693.6037,101683.908
4/11/2010,102120.6842,102120.192,102100.5558,102066.404,102122.8932,102124.4379,102096.6979,102040.3129,102121.8731,102121.4829,102116.0614,102076.5045,102119.0755,102091.7459,102059.6834,102049.2533,102090.144,102047.9022,102019.4334,102002.7842,102031.253,102008.5658,101922.2009,101915.1038,101933.4204,101903.6481,101885.7437,101875.8244,101938.1138,101794.0699,101756.673,101788.7827,101968.933,101800.4442,101725.3419,101724.776
4/12/2010,101891.81,101881.951,101858.5043,101825.7653,101891.2528,101884.3313,101854.7599,101805.3619,101883.8768,101882.8604,101882.4013,101850.6523,101868.3143,101847.6317,101828.4094,101827.1712,101846.8718,101807.9989,101789.5902,101779.1449,101807.4162,101780.571,101698.6037,101692.1516,101724.3814,101688.108,101668.3999,101656.2362,101732.983,101585.7926,101546.3643,101574.2919,101764.7056,101598.2315,101526.0075,101519.6467
4/13/2010,101908.9463,101897.6016,101874.1851,101845.4419,101913.6202,101902.5737,101872.0944,101826.1325,101917.9032,101915.0221,101913.4419,101878.7422,101913.8156,101892.6804,101871.7823,101864.053,101891.926,101854.0068,101832.7089,101820.3071,101847.4772,101823.9005,101740.2109,101733.7836,101763.2976,101732.2401,101714.3488,101702.9314,101779.4844,101635.913,101598.4565,101626.556,101819.9983,101651.3516,101573.1209,101559.1349
4/14/2010,102168.0732,102165.4186,102149.7471,102128.4877,102171.5444,102171.7286,102154.3808,102114.4959,102177.5428,102189.7253,102205.0732,102175.3421,102174.2755,102170.588,102168.384,102168.9794,102159.2673,102138.3417,102130.1678,102126.565,102124.662,102120.53,102043.9535,102039.1846,102043.2167,102025.479,102009.4363,102000.5773,102049.3956,101911.9042,101877.4815,101912.4794,102086.3339,101919.2381,101848.1706,101850.6604
4/15/2010,102279.2521,102280.5625,102263.2532,102234.3065,102274.5732,102278.7642,102260.9368,102217.7063,102279.0891,102289.6999,102298.8303,102271.522,102280.9801,102269.1921,102254.9237,102254.0327,102265.6286,102235.9794,102217.8256,102206.0753,102227.9957,102214.5487,102130.158,102120.2472,102146.4244,102118.8764,102098.0107,102085.3196,102150.6342,102006.7397,101968.696,102000.3963,102182.1737,102014.6033,101941.7901,101939.3466
4/16/2010,102060.7596,102053.9677,102031.5714,101996.2251,102064.2255,102061.641,102032.7724,101974.1719,102058.7788,102059.396,102058.9847,102017.3452,102046.2322,102025.2262,102003.4446,101996.2138,102015.6808,101978.1417,101959.9205,101952.842,101962.8178,101937.3654,101860.0202,101861.3416,101873.9311,101841.2035,101828.4222,101820.87,101892.0398,101747.7678,101710.9585,101738.6385,101933.5923,101765.7244,101691.5344,101680.8001
4/17/2010,101617.4293,101609.4178,101591.891,101569.9163,101614.3259,101610.9237,101586.1514,101543.8843,101604.7723,101607.8445,101611.6518,101582.9777,101586.888,101570.7623,101555.8144,101557.183,101555.7165,101525.1797,101512.5573,101509.3813,101501.5391,101489.067,101415.1622,101416.9178,101403.49,101382.2173,101370.5621,101365.8278,101406.3371,101266.6882,101232.3296,101268.1897,101438.9133,101271.34,101197.926,101196.2467
4/18/2010,101239.1176,101231.5949,101210.2664,101178.7727,101236.1313,101233.529,101207.532,101157.5588,101230.1842,101232.6376,101234.3646,101201.3683,101218.362,101199.8248,101180.859,101178.0707,101190.638,101157.1068,101139.8456,101132.0104,101139.058,101123.0733,101045.2258,101042.917,101045.6942,101021.7068,101007.1626,100999.1075,101052.3969,100913.0692,100877.6231,100909.4814,101086.824,100919.6313,100845.2024,100838.7783
4/19/2010,101279.4914,101273.5559,101251.2223,101215.5879,101281.1129,101278.9418,101249.9613,101198.0871,101278.8191,101277.3055,101272.407,101241.5066,101272.8145,101246.9227,101217.4805,101212.875,101238.6516,101199.6188,101174.7586,101162.5344,101177.8734,101155.4098,101074.1281,101072.6105,101082.0559,101050.8559,101037.1734,101031.1746,101090.3734,100946.7816,100910.8984,100944.2852,101123.4539,100954.8016,100877.168,100867.1234
4/20/2010,101418.3468,101412.7687,101390.1936,101354.8056,101417.8928,101414.7852,101385.7062,101330.9314,101411.6667,101410.9336,101408.3286,101371.3012,101399.6419,101376.4444,101351.4839,101345.2587,101362.2539,101324.5343,101305.4692,101299.8069,101296.49,101275.0247,101200.5851,101204.5252,101192.5877,101161.7665,101149.6506,101143.763,101192.0226,101047.2934,101009.7491,101040.27,101217.4848,101048.694,100973.6632,100965.6619
4/21/2010,101262.7031,101254.3305,101230.7194,101196.784,101257.2079,101250.1352,101215.2649,101160.9844,101247.6196,101238.3308,101224.0241,101185.5846,101235.8054,101199.9929,101160.0095,101148.2728,101192.1393,101143.5493,101113.8274,101100.7347,101117.3882,101084.9885,101004.9423,101005.6916,101008.4344,100967.8753,100951.7133,100941.4181,101004.2853,100854.377,100812.6022,100836.4983,101022.6036,100853.0482,100774.8471,100758.6335
4/22/2010,101374.2961,101362.6221,101338.8298,101306.8729,101361.6965,101354.5103,101322.0016,101268.6382,101348.7179,101342.5066,101332.5251,101293.2496,101333.5403,101302.2928,101268.1073,101257.7484,101289.2878,101243.3413,101219.4844,101212.2319,101214.4153,101182.3816,101107.9642,101113.4947,101104.8146,101063.8372,101049.859,101040.2327,101100.5633,100950.0855,100907.7278,100929.0975,101118.6982,100946.9396,100866.3326,100847.6575
4/23/2010,101512.1933,101516.34,101496.1546,101456.523,101502.618,101509.7808,101487.3688,101428.2521,101499.2521,101505.0609,101504.7504,101464.3997,101497.5921,101475.1147,101446.3363,101436.558,101461.5954,101422.8479,101400.095,101391.9289,101391.8594,101369.5707,101293.5127,101296.7734,101286.6891,101252.9276,101240.4116,101235.2159,101282.285,101135.8684,101097.935,101130.0785,101303.139,101134.7126,101063.0432,101056.7644
4/24/2010,101533.7351,101551.9903,101541.1451,101507.2749,101514.1842,101538.3177,101531.6217,101478.5517,101511.2098,101533.3411,101547.17,101513.8687,101515.2589,101505.9535,101487.5975,101484.7619,101478.4688,101449.888,101436.7411,101438.7872,101402.5048,101390.1246,101324.7891,101338.4594,101293.0871,101267.135,101263.4874,101266.894,101288.6369,101146.785,101113.551,101152.9167,101312.4888,101145.7481,101073.3642,101074.2746
4/25/2010,101120.6755,101132.279,101119.3584,101090.3633,101104.1846,101115.9964,101097.2549,101049.4814,101087.4622,101095.207,101096.2871,101067.0117,101071.402,101050.2064,101023.915,101023.86,101026.3242,100992.6019,100975.3001,100973.0088,100947.9212,100935.2952,100866.2721,100875.8516,100832.8161,100812.9245,100807.7728,100809.2542,100829.5075,100692.3281,100660.1364,100699.0446,100856.416,100689.4694,100615.1344,100614.9951
4/26/2010,100638.0015,100635.0205,100610.756,100571.3441,100620.372,100618.1763,100589.2887,100533.2682,100603.2232,100601.7507,100596.6079,100558.6737,100583.6042,100557.612,100529.0394,100522.7444,100534.3612,100495.0089,100477.8259,100477.7426,100453.5484,100429.3676,100363.9598,100376.5432,100336.4606,100300.4401,100292.4468,100291.1983,100319.6417,100172.7943,100134.4252,100166.2716,100327.9107,100160.09,100083.9338,100078.4256
4/27/2010,101004.6744,100997.0075,100971.7777,100934.783,100991.494,100982.8072,100944.0241,100886.7781,100967.9009,100954.3786,100935.271,100895.7315,100940.8391,100900.2042,100856.3665,100846.0643,100883.516,100835.5923,100806.9634,100796.9098,100798.3675,100768.0469,100692.359,100698.1168,100679.9432,100640.8622,100628.4815,100622.4105,100668.6491,100519.1442,100478.5572,100506.3054,100681.1381,100510.4237,100431.8242,100413.3388
4/28/2010,101462.6882,101454.3828,101425.2717,101379.4656,101449.7127,101442.5984,101407.8807,101345.3782,101433.4801,101427.0735,101417.4389,101375.397,101413.5142,101382.5568,101349.9858,101341.4808,101372.7468,101327.6154,101304.0739,101294.9698,101304.3047,101275.1815,101197.7933,101199.8125,101199.5916,101166.7979,101152.57,101141.0487,101208.7926,101064.0227,101023.8725,101043.8775,101242.3235,101070.3441,100987.332,100960.8139
4/29/2010,101686.7704,101673.0778,101650.2989,101623.0282,101690.1002,101679.5683,101647.5058,101599.5608,101692.1943,101686.8098,101680.6094,101643.9287,101688.0126,101661.7351,101633.1474,101622.7996,101649.4052,101609.4443,101586.5075,101578.1379,101579.8499,101556.2874,101478.9613,101482.1804,101476.5822,101446.0088,101433.6433,101424.9344,101486.2225,101341.5642,101303.0438,101327.609,101521.3675,101350.9321,101272.0666,101255.8274
4/30/2010,101510.5572,101512.6037,101498.7717,101474.5195,101504.0945,101510.4698,101489.7301,101444.0543,101496.5774,101502.3995,101503.6115,101473.5703,101487.7543,101467.3615,101442.8569,101440.0036,101452.9016,101417.5593,101398.1403,101391.4162,101389.2923,101370.8306,101295.7152,101297.1786,101289.4052,101262.5838,101248.0778,101235.8935,101295.3803,101154.5238,101115.25,101135.5167,101328.1065,101160.2848,101083.0064,101066.4709
5/1/2010,101500.5516,101503.6505,101486.3207,101454.4453,101491.4514,101497.0686,101473.3927,101422.2558,101487.1172,101489.214,101484.0754,101449.9416,101485.2666,101458.0445,101423.8312,101415.034,101447.6128,101407.5452,101380.0183,101367.1298,101375.7534,101356.0455,101276.6121,101276.0503,101268.694,101239.6274,101226.2422,101220.9837,101263.4643,101121.785,101085.7385,101120.2836,101284.7361,101119.8298,101048.9063,101050.6743
5/2/2010,101560.3135,101566.4406,101554.4076,101528.0819,101543.8631,101559.5791,101548.2955,101501.6196,101543.4671,101559.1793,101567.6671,101537.1916,101549.1872,101535.499,101513.82,101509.1328,101517.3234,101488.7745,101469.6793,101463.1484,101448.9524,101442.52,101368.6508,101370.8169,101344.3444,101327.7327,101317.1444,101311.8699,101343.5757,101209.5017,101175.8502,101208.7531,101373.6311,101210.178,101139.3916,101136.5132
5/3/2010,101709.4796,101724.2914,101714.2704,101686.0999,101691.6855,101710.9905,101698.2656,101649.6158,101684.3084,101697.7167,101701.3261,101670.9382,101684.0533,101664.3305,101635.5357,101631.195,101647.9334,101613.3957,101590.5241,101581.8475,101574.8033,101561.964,101486.4827,101488.6243,101466.2619,101444.5316,101433.0968,101427.1916,101463.6763,101326.2846,101290.9949,101322.3787,101490.1994,101324.9942,101253.8295,101245.9117
5/4/2010,101591.3125,101593.76,101578.3676,101552.2381,101577.5443,101582.6469,101560.0502,101513.7258,101570.9766,101573.3054,101568.5056,101535.9193,101567.4003,101540.4836,101507.0502,101498.6856,101530.9397,101492.4736,101464.8698,101450.7835,101459.4926,101445.7664,101364.5547,101359.8973,101351.426,101333.5379,101316.2281,101300.128,101355.2679,101220.8211,101182.0733,101199.9714,101388.968,101223.0365,101144.1302,101123.8709
5/5/2010,101500.1624,101507.8142,101493.1546,101464.7232,101480.7863,101489.4032,101468.553,101421.5625,101470.9073,101474.8003,101470.0934,101438.3519,101466.0346,101438.551,101403.6019,101396.3417,101428.909,101388.8801,101360.7925,101346.7524,101358.002,101340.1315,101259.0642,101256.2762,101248.0611,101218.8122,101203.5927,101198.8648,101232.7079,101089.1664,101052.7986,101092.0754,101245.1365,101077.2001,101002.0883,100999.7255
5/6/2010,101607.2259,101608.196,101587.1875,101548.9336,101598.9478,101601.1037,101571.989,101512.7092,101582.1868,101580.4677,101573.3555,101534.1957,101563.0916,101534.1999,101501.8324,101494.587,101517.8104,101473.8871,101452.7848,101448.3018,101439.4354,101411.9371,101341.6516,101350.9964,101327.0355,101296.1953,101288.331,101284.408,101331.4915,101190.0589,101153.5359,101180.3466,101360.6147,101194.43,101118.8679,101104.4776
5/7/2010,101669.5938,101668.824,101648.554,101615.3828,101659.7952,101660.038,101635.1508,101584.9029,101647.3923,101650.5139,101651.8043,101618.7748,101629.8859,101610.8033,101590.3937,101588.216,101587.1172,101552.4073,101540.1603,101542.8305,101515.751,101493.8811,101429.8726,101442.2452,101409.4647,101378.1878,101369.873,101363.4667,101410.2103,101267.7486,101228.9137,101250.0611,101435.9514,101269.2218,101190.6824,101173.8329
5/8/2010,101751.7976,101745.4855,101719.4353,101677.1336,101746.2995,101741.5737,101707.1964,101645.4874,101733.8575,101726.7786,101715.0242,101673.4464,101718.4208,101685.3795,101649.0074,101637.7984,101676.1894,101628.6343,101602.5495,101592.6135,101607.7236,101570.6868,101494.5882,101497.3609,101506.7318,101458.7749,101442.1484,101430.6023,101503.4892,101351.484,101307.8073,101326.6894,101519.0647,101350.1585,101270.8028,101251.9003
5/9/2010,101811.2762,101797.0605,101770.3285,101736.3785,101806.3188,101792.6617,101756.3395,101705.5141,101795.0125,101785.2266,101774.8512,101739.0746,101776.3781,101746.0043,101715.9633,101708.4805,101738.9875,101692.309,101670.4422,101662.7352,101675.8641,101640.6352,101565.7008,101569.025,101575.0625,101531.7449,101517.6488,101510.7891,101573.6922,101423.9723,101383.9621,101411.643,101592.9484,101426.3293,101351.5883,101341.2836
5/10/2010,101914.0284,101903.1953,101879.0494,101845.8338,101910.2724,101904.3551,101880.9684,101829.0504,101908.6051,101915.9197,101927.1602,101887.4716,101897.1587,101890.0607,101885.478,101882.3029,101869.6644,101842.9531,101838.9982,101844.9251,101822.5451,101802.1353,101738.7188,101751.2915,101739.663,101707.8519,101704.0849,101707.7454,101757.271,101615.9673,101584.57,101623.0632,101798.0401,101632.9112,101558.8796,101552.6538
5/11/2010,102057.5708,102045.0981,102021.4507,101989.1602,102057.2173,102050.4839,102022.3584,101972.1504,102053.332,102053.7964,102054.9893,102021.2886,102041.917,102023.626,102005.9727,102002.4888,102016.4526,101984.8003,101967.2671,101957.7153,101968.9775,101956.7437,101876.9829,101871.0776,101877.2061,101855.9375,101839.084,101829.4487,101879.8774,101742.1729,101706.7446,101739.6655,101911.7231,101746.8926,101675.7964,101675.0664
5/12/2010,102071.4326,102069.4359,102053.028,102028.5366,102064.2747,102067.1098,102051.6468,102010.5588,102061.6394,102075.7718,102092.2105,102064.4568,102051.8092,102048.9186,102047.4128,102051.3178,102029.0238,102005.2578,102002.5699,102008.0551,101982.9252,101970.5432,101905.8162,101914.3927,101894.4548,101869.7496,101862.5345,101862.4367,101900.6719,101761.5107,101728.882,101766.5555,101934.2558,101770.139,101700.6723,101701.5016
5/13/2010,102123.8455,102124.7962,102106.554,102074.6836,102115.5469,102119.908,102098.8459,102049.7717,102111.7536,102118.3991,102121.5433,102089.7251,102106.4794,102088.5387,102066.9723,102063.4773,102076.7131,102045.1886,102025.5717,102016.3022,102020.071,102008.1559,101929.3668,101927.4379,101924.3484,101902.9247,101890.1097,101885.1012,101929.3643,101791.353,101757.8665,101794.9602,101963.3643,101797.0511,101725.7727,101727.886
5/14/2010,102204.8072,102209.5962,102201.1555,102187.4911,102201.1914,102210.0629,102195.4719,102160.163,102208.0504,102218.4858,102224.0245,102197.7347,102216.261,102200.3246,102178.0913,102172.7205,102192.5526,102161.9581,102138.8913,102125.5813,102138.8853,102128.8452,102045.6644,102038.2827,102046.6097,102024.4311,102006.2351,101994.4808,102049.0401,101910.201,101873.3487,101903.2631,102080.4418,101914.6786,101842.1229,101840.527
5/15/2010,102098.4266,102097.1352,102073.9547,102031.0855,102099.4422,102100.975,102071.257,102005.4133,102089.0434,102088.5547,102084.1898,102039.6074,102074.1297,102048.4879,102020.45,102011.223,102041.5223,102001.5285,101978.8434,101967.7535,101985.0539,101960.7598,101881.2492,101878.298,101889.6809,101856.332,101839.4688,101829.3402,101891.2383,101747.2711,101708.6313,101736.423,101917.0844,101751.3191,101678.2535,101669.2215
5/16/2010,101858.7756,101850.4766,101830.0455,101801.5611,101855.8182,101851.3335,101821.5398,101771.2472,101848.3168,101844.8338,101838.3363,101802.3065,101836.7766,101809.6477,101779.9975,101772.0728,101799.7411,101759.6438,101736.331,101726.3377,101734.9414,101712.0987,101634.6513,101634.7951,101632.9293,101601.4883,101587.2912,101579.8253,101631.9489,101489.1349,101451.6289,101481.4524,101656.1122,101490.2397,101416.4759,101406.7926
5/17/2010,101672.2955,101672.4266,101652.3903,101616.1386,101660.1681,101664.6294,101640.7337,101583.8573,101647.6311,101651.7758,101651.3961,101613.0404,101634.0095,101612.1478,101586.5887,101581.0771,101592.5802,101553.3122,101536.7459,101536.0442,101521.0109,101492.8356,101425.645,101438.195,101414.2544,101372.7069,101366.8169,101372.0445,101404.0384,101254.199,101219.1165,101262.105,101416.1875,101249.7921,101178.1719,101183.5791
5/18/2010,101541.2589,101536.5391,101512.6968,101473.8021,101526.1845,101523.8121,101491.9825,101435.8285,101503.5089,101498.468,101488.5967,101454.2809,101478.34,101446.8274,101413.2872,101409.3895,101433.5491,101388.4918,101366.2742,101359.6023,101357.8664,101331.6064,101258.6496,101264.067,101243.6823,101214.231,101203.2333,101197.1469,101241.5063,101099.9691,101062.5703,101090.1667,101265.3668,101098.6332,101019.3694,101006.2418
5/19/2010,101441.6879,101432.5668,101405.2813,101362.941,101437.3129,101429.4754,101392.1453,101329.7691,101423.3313,101412.9141,101398.1066,101355.3875,101405.2809,101369.4957,101330.7863,101319.2426,101359.084,101312.4105,101284.7656,101273.4445,101284.0723,101254.3082,101177.1082,101180.0195,101175.4418,101139.782,101127.2871,101121.1469,101175.4605,101030.8793,100992.9145,101021.4012,101198.7477,101032.757,100958.1773,100948.1691
5/20/2010,101445.9423,101450.5078,101437.0964,101413.9092,101439.3776,101443.7147,101419.3199,101371.859,101430.4524,101430.9468,101425.3237,101389.4423,101420.8333,101393.564,101360.7314,101351.7939,101376.1198,101334.7388,101311.9297,101306.1313,101300.5822,101271.99,101200.6935,101209.7046,101194.4371,101154.1105,101145.4539,101144.8531,101190.1946,101042.6931,101005.6972,101039.4014,101207.8088,101043.3036,100971.0253,100966.564
5/21/2010,101584.9385,101581.4144,101563.1498,101533.9226,101585.5618,101585.6114,101558.8186,101507.6872,101576.9728,101577.3519,101575.0343,101540.7578,101562.947,101540.2527,101515.0815,101510.8753,101520.48,101482.7126,101466.0594,101464.858,101452.5214,101423.7636,101356.5876,101367.8553,101352.3465,101309.0798,101301.2469,101302.0686,101347.0523,101198.162,101161.1284,101195.9086,101362.4188,101198.2785,101126.4704,101124.838
5/22/2010,101633.1047,101620.3531,101598.4555,101571.8949,101635.8328,101625.1945,101592.048,101545.3055,101626.9168,101620.2,101613.6176,101580.7414,101608.8488,101582.7188,101557.5492,101553.0332,101575.9883,101537.0379,101516.4379,101506.6152,101519.5363,101498.684,101420.6156,101417.6438,101421.0875,101393.4262,101377.3055,101367.5676,101421.402,101281.2527,101243.9848,101272.8867,101448.1344,101283.7738,101212.1676,101208.1402
5/23/2010,101524.2597,101520.9278,101500.3594,101468.4115,101528.7124,101525.1328,101496.7898,101444.5093,101523.439,101523.1563,101522.5257,101485.4483,101509.6975,101489.2701,101468.7083,101463.3103,101478.3177,101442.4591,101425.6935,101419.9401,101423.4159,101401.5673,101327.5458,101328.756,101330.6012,101300.9029,101287.0004,101277.1912,101339.3969,101199.0625,101161.3876,101185.375,101372.8903,101208.9048,101134.1536,101124.6138
5/24/2010,101358.9266,101357.7098,101336.9227,101300.6543,101357.5258,101358.9984,101331.377,101275.9281,101360.1344,101358.3305,101349.5863,101311.8094,101364.8742,101334.0488,101296.0445,101283.0863,101335.6941,101289.2199,101255.9836,101236.2609,101272.0746,101244.5789,101157.6574,101150.4031,101174.5605,101142.1109,101124.4723,101113.7465,101183.4945,101041.7121,101004.2801,101032.3453,101215.9559,101050.2961,100974.2699,100963.8934
5/25/2010,101278.2251,101279.0841,101261.6295,101232.0205,101264.6347,101269.8393,101252.0022,101207.1987,101262.3802,101271.7705,101277.8516,101248.8255,101260.2798,101245.4952,101226.9926,101224.5941,101234.3854,101204.4461,101186.4807,101178.1135,101180.9632,101170.1246,101092.6908,101090.0502,101088.2206,101068.2165,101053.9929,101045.5257,101094.9714,100959.3385,100924.7355,100955.7206,101130.6272,100966.4487,100892.7481,100888.8724
5/26/2010,101237.5543,101235.2094,101213.5394,101177.6001,101240.8482,101237.7106,101205.4799,101148.6376,101230.1484,101225.2347,101217.3211,101179.0543,101212.766,101184.0707,101153.9978,101146.8218,101180.8624,101139.7128,101114.6328,101100.2619,101131.0867,101103.5484,101020.5097,101013.4862,101041.7292,101001.1183,100980.526,100969.2626,101037.4591,100889.0067,100848.6648,100878.3776,101055.1734,100888.9792,100816.3173,100807.7039
5/27/2010,101092.8648,101083.6844,101058.2203,101021.2887,101092.5563,101083.3246,101048.6863,100992.9746,101083.609,101076.0629,101066.9234,101027.6945,101067.6762,101038.484,101008.257,100998.9324,101027.6973,100984.3953,100962.4277,100955.0328,100961.4137,100931.0902,100857.1102,100860.4391,100859.0195,100818.8211,100804.0711,100794.9102,100854.8387,100707.2602,100666.3582,100690.0473,100872.6156,100705.5871,100629.4918,100615.4086
5/28/2010,100991.0633,100986.8203,100964.3215,100927.0418,100981.6652,100981.2656,100953.4199,100897.3273,100971.3207,100970.6402,100965.6031,100928.2656,100959.1777,100933.2168,100903.5172,100895.1891,100917.6516,100880.9012,100858.582,100850.3543,100846.6988,100829.7586,100754.909,100757.334,100740.484,100716.3859,100704.4645,100696.9031,100742.0438,100604.3199,100568.0543,100595.3422,100771.1887,100604.5996,100525.4781,100510.2586
5/29/2010,100963.3278,100959.2866,100940.8441,100912.8438,100954.1488,100954.2923,100929.0138,100880.6293,100947.8651,100948.3221,100944.234,100909.9588,100941.0138,100915.8608,100886.1932,100877.9464,100902.5057,100862.8725,100840.3658,100832.6413,100833.3143,100808.9471,100734.8917,100739.6019,100730.1495,100695.5831,100685.1563,100682.9435,100727.9734,100584.12,100548.3008,100583.1502,100749.6236,100585.5827,100514.4112,100514.9272
5/30/2010,101238.4123,101241.2479,101226.244,101201.4247,101227.2195,101231.4144,101210.5423,101169.1591,101222.7511,101227.0245,101226.2681,101199.2195,101218.8409,101196.6839,101169.5114,101165.5423,101184.7156,101148.2035,101125.9311,101116.6751,101116.8924,101101.3317,101024.7923,101025.2844,101011.7408,100989.9244,100977.4641,100970.1406,101014.1452,100877.3704,100842.0337,100871.8263,101045.0952,100880.483,100807.0369,100804.5529
